,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Temp_Etching,Source_Power,Selectivity,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Chamber,Etching_rate
84,dry,1125.847158,24.63,0.219,73,703.992,0.976,16.041,15.184,20.002,201.002,90.0,501.131,4034.549,5029.16,4.924,88.854,30.001,56.894,365,513.425,109.311,72.316,51.908,1.037,1.24e+16,1.5e+17,1.38e+17,2.99e+17,6e+17,32525.804,102.767,926.0,156,0,12111,168.398
85,dry,1107.490734,32.07,0.201,73,722.297,1.63851,15.929,14.935,19.999,199.47,90.001,503.194,4040.679,4989.254,4.871,91.973,30.014,61.517,405,544.004,105.044,71.392,51.661,1.014,1.54e+16,4.3e+16,1.38e+17,3.02e+17,6e+17,31584.1,102.448,925.0,156,0,12222,169.49925000000002
86,wet,1205.923968,36.97,0.193,160,706.977,1.44384,12.411,14.838,20.003,202.924,90.0,508.904,4068.631,5066.833,4.981,92.494,29.991,26.046,365,521.06,108.97,71.161,52.149,1.045,1.65e+16,1.26e+17,1.38e+17,3e+17,6e+17,31743.858,104.18,914.0,156,1,12333,159.74425
87,dry,1038.629938,35.62,0.214,136,687.846,1.20187,14.619,15.22,19.995,200.215,90.0,501.318,4003.644,5042.424,4.991,93.321,29.998,43.331,405,527.072,108.099,70.423,52.148,1.033,7240000000000000.0,1.96e+17,1.38e+17,2.96e+17,6e+17,32590.44,106.173,915.0,154,0,13222,159.8365
88,wet,1091.609203,35.15,0.211,32,703.879,0.81159,23.573,14.935,19.999,199.296,90.0,497.313,4011.264,5048.689,4.971,92.586,30.008,22.994,436,528.805,107.31,68.866,50.065,1.004,9910000000000000.0,6.1e+16,1.66e+17,3.02e+17,6e+17,32202.196,103.67,882.0,153,0,13311,163.74475
89,dry,1006.213827,41.81,0.195,146,708.76,2.07859,14.626,15.012,19.998,200.903,90.001,499.243,4016.503,4929.412,4.942,90.423,29.999,59.329,405,529.451,107.358,70.639,51.593,1.005,1.38e+16,1.09e+17,1.38e+17,3e+17,6e+17,31167.976,104.326,888.0,159,0,21111,166.74
90,wet,1162.223804,32.99,0.221,90,699.764,1.44358,20.181,15.014,19.992,197.129,89.999,503.782,4058.777,5081.64,4.92,91.662,30.003,24.228,405,476.574,108.983,70.747,50.321,1.025,1.79e+16,8.57e+16,1.38e+17,3e+17,6e+17,30598.176,102.716,860.0,155,0,21222,164.816
91,wet,1054.550286,29.68,0.186,95,703.084,0.71546,18.517,14.955,20.0,194.871,90.001,501.948,3993.512,5052.778,4.827,95.818,29.997,53.648,405,527.294,106.787,70.321,52.238,1.011,1.07e+16,9.57e+16,2.49e+17,3.01e+17,6e+17,32095.533,103.37,902.0,155,0,21333,166.24599999999998
92,dry,1104.847576,30.09,0.195,115,697.441,0.43355,15.859,15.007,20.003,200.988,90.0,499.28,4077.424,4922.209,5.069,94.12,30.004,33.961,436,527.222,105.326,70.86,51.687,1.044,1.44e+16,5.22e+16,1.38e+17,2.99e+17,6e+17,31074.084,101.302,893.0,155,0,22133,169.28525
93,wet,1105.258786,45.75,0.211,56,709.507,1.64049,19.567,14.926,20.002,198.279,90.001,500.637,4114.82,4978.139,5.026,96.346,30.005,48.94,405,500.856,107.066,69.133,50.789,1.004,1e+16,1.31e+17,1.38e+17,3e+17,6e+17,31732.45,104.196,912.0,153,0,22222,166.22674999999998
94,wet,1176.540075,21.07,0.213,107,709.609,1.42928,15.652,14.993,20.01,198.93,90.001,499.941,3983.69,5152.543,5.017,91.356,29.995,40.812,436,489.18,107.391,69.702,50.383,1.068,8190000000000000.0,7.54e+16,1.38e+17,2.99e+17,6e+17,31559.581,101.5,909.0,154,0,22311,174.27725
95,wet,1028.788203,32.17,0.211,44,714.056,0.55004,16.187,14.968,19.999,194.99,90.001,504.54,4009.363,4975.303,4.894,92.106,30.007,38.259,436,539.594,106.346,70.583,50.799,1.018,8240000000000000.0,1.24e+16,1.38e+17,3e+17,6e+17,31251.253,101.809,906.0,155,0,23111,167.43900000000002
96,dry,1123.465862,29.66,0.211,99,721.666,1.59194,15.266,15.02,20.001,196.546,89.999,496.005,4023.505,5114.927,5.079,92.607,30.005,59.087,365,572.47,109.009,70.414,51.688,1.034,8270000000000000.0,7.79e+16,1.38e+17,3e+17,6e+17,31364.131,103.785,906.0,155,1,23222,168.59150000000002
97,wet,1064.703459,41.58,0.213,214,701.383,1.74268,17.671,15.016,20.0,204.524,90.001,499.323,3945.323,5086.284,5.036,92.352,30.006,33.691,405,541.227,108.846,70.48,50.721,0.988,1.22e+16,1.13e+17,1.38e+17,3e+17,6e+17,32166.592,102.54,911.0,153,0,23333,167.89575
98,wet,1103.982904,40.55,0.214,152,720.58,1.21401,11.039,15.05,20.003,204.897,89.999,504.316,3963.253,4934.74,5.099,92.718,29.999,32.647,436,508.153,109.164,71.519,49.98,1.066,1.18e+16,1.14e+17,1.38e+17,2.99e+17,6e+17,32602.428,104.079,917.0,160,1,31133,168.47
99,dry,1053.915797,32.73,0.203,104,710.123,1.14974,16.201,15.026,19.999,200.324,90.001,499.187,3951.412,5084.315,5.053,92.956,29.992,56.475,405,479.665,106.777,71.071,50.758,1.035,6750000000000000.0,9.89e+16,2.11e+17,3e+17,6e+17,31126.822,103.831,894.0,156,0,31222,169.78075
100,dry,1028.348608,36.93,0.227,75,707.342,1.94708,13.677,15.009,19.999,200.37,90.001,497.169,4033.769,5002.849,4.951,89.927,29.99,17.852,436,471.726,111.519,71.294,50.009,1.012,1.49e+16,3.52e+16,1.38e+17,3.01e+17,6e+17,31795.543,104.113,875.0,154,0,31311,170.0105
101,dry,1046.235499,36.8,0.224,118,699.524,0.52209,14.114,15.075,20.004,199.046,90.001,500.705,4020.946,5074.901,5.032,92.197,30.006,43.094,365,537.083,107.613,69.354,50.718,1.02,6750000000000000.0,1.08e+17,1.38e+17,3.01e+17,6e+17,31209.028,103.854,884.0,156,0,32111,160.331
102,wet,1219.387124,35.97,0.203,127,689.684,1.94749,15.49,14.995,20.003,195.75,90.0,504.863,4009.634,5009.249,5.019,92.601,30.007,55.39,405,518.087,107.484,70.906,50.855,1.037,2980000000000000.0,8.43e+16,1.38e+17,3.01e+17,6e+17,30954.031,99.555,895.0,155,0,32222,161.746
103,wet,1139.572945,38.57,0.214,100,699.636,1.31097,15.798,14.994,20.011,203.761,90.0,499.691,4005.473,4976.357,5.107,92.525,30.003,33.589,436,525.359,106.322,69.792,51.891,1.01,1.58e+16,9.95e+16,1.38e+17,3.02e+17,6e+17,31265.102,101.988,916.0,150,0,33133,163.184
104,dry,1268.921933,23.7,0.216,156,715.142,1.3299,14.76,15.102,19.996,203.281,90.0,499.201,4011.123,4888.342,4.969,89.185,30.007,39.028,436,510.969,106.311,70.904,51.018,1.038,6410000000000000.0,9.24e+16,1.38e+17,2.99e+17,6e+17,32267.154,104.109,907.0,155,1,33311,167.0355
105,wet,1050.490445,33.22,0.193,117,726.612,1.46602,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989,36.623,436,496.314,112.069,71.924,50.918,1.004,1.54e+16,5.38e+16,2.17e+17,3.03e+17,6e+17,31799.934,104.071,917.0,150,0,11111,173.903
106,wet,1080.087128,31.04,0.194,128,710.886,0.61556,16.103,15.017,19.995,200.63,90.0,502.327,3984.715,4883.349,5.029,92.148,30.005,44.947,405,512.789,111.526,70.794,50.944,1.026,1.23e+16,8.84e+16,1.38e+17,2.99e+17,6e+17,32222.227,104.658,893.0,157,0,11222,177.2715
107,wet,998.8926561,33.45,0.211,168,714.473,0.72735,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001,50.402,365,529.001,107.578,71.566,50.723,1.048,3410000000000000.0,1.26e+17,1.38e+17,3.01e+17,6e+17,32130.349,102.474,900.0,157,0,11333,171.94324999999998
108,dry,1102.562862,39.27,0.217,135,687.582,1.41846,13.457,14.976,20.002,204.335,90.0,495.986,4099.44,4950.89,5.097,92.703,30.002,42.835,365,548.796,106.907,71.94,51.431,1.048,2880000000000000.0,1.2e+16,1.38e+17,3.01e+17,6e+17,32241.562,102.059,912.0,156,0,23111,162.82049999999998
109,dry,1091.295197,35.16,0.216,93,715.034,0.67979,15.465,15.088,20.001,198.499,89.999,500.442,4023.089,5061.575,5.09,94.048,29.991,45.173,405,533.002,109.443,70.082,51.207,1.048,8140000000000000.0,1.65e+17,2.54e+17,3.01e+17,6e+17,32695.351,100.52,893.0,158,0,23122,168.1335
110,wet,1144.147525,31.99,0.22,103,695.458,0.73422,16.149,15.099,20.0,200.086,90.0,502.263,4100.556,4995.798,5.018,94.479,29.995,56.223,365,526.859,108.358,71.146,50.255,1.047,1.42e+16,9.77e+16,1.38e+17,2.99e+17,6e+17,32457.98,103.259,894.0,152,0,23133,166.1395
111,wet,970.1973454,45.08,0.205,87,705.094,1.81419,15.371,14.875,19.994,199.382,90.001,503.423,4028.083,4922.502,5.175,93.882,30.005,50.152,365,510.635,108.664,69.262,50.687,1.047,1.23e+16,9.7e+16,1.38e+17,3.01e+17,6e+17,32385.463,100.834,901.0,155,0,23111,169.1485
112,wet,976.9096318,43.66,0.22,103,706.963,1.89693,17.047,15.004,20.001,201.67,90.0,498.509,4018.664,5123.695,4.903,90.418,29.997,45.961,405,497.687,108.858,69.822,51.237,1.046,1.78e+16,6.64e+16,1.38e+17,3e+17,6e+17,32928.823,104.711,885.0,153,0,23122,169.09074999999999
113,dry,1134.496155,26.92,0.196,121,726.396,1.72027,17.544,14.916,19.994,204.08,89.998,495.402,4071.649,5006.693,4.964,93.432,29.996,49.155,436,545.411,109.447,71.021,51.969,1.047,5990000000000000.0,1.35e+17,1.38e+17,2.99e+17,6e+17,32507.472,103.749,907.0,153,0,23133,170.39899999999997
114,wet,1172.764268,31.95,0.202,115,712.17,0.96161,14.894,15.036,19.998,199.805,90.001,494.517,4144.454,5026.875,4.855,92.454,29.998,36.855,405,549.877,107.83,70.563,52.148,1.051,9960000000000000.0,5.89e+16,1.38e+17,3.01e+17,6e+17,31557.692,99.555,897.0,154,0,23111,166.4675
115,dry,983.9886844,38.88,0.212,129,715.453,1.48912,16.547,14.902,20.001,202.474,90.001,498.307,4044.066,4870.596,4.901,90.264,30.001,30.556,405,500.373,108.374,69.103,51.668,1.052,7060000000000000.0,1.19e+17,1.38e+17,3e+17,6e+17,32314.849,102.377,916.0,153,0,23122,172.61325
116,dry,1087.631531,32.8,0.202,118,710.526,0.94868,17.035,15.011,19.997,200.748,90.001,505.859,3959.744,5034.989,5.007,92.187,30.006,40.801,405,530.116,108.501,70.774,51.67,1.053,1.17e+16,5.23e+16,1.38e+17,3.01e+17,6e+17,32704.56,104.585,911.0,153,0,23133,168.58149999999998
117,dry,1158.468349,31.86,0.204,149,703.333,0.83591,16.608,14.97,20.005,200.693,90.0,502.416,3949.569,4999.225,5.083,89.245,30.009,24.677,405,500.466,105.36,70.769,50.224,1.056,8720000000000000.0,1.38e+17,1.38e+17,3.01e+17,6e+17,32148.267,104.398,896.0,158,0,23211,167.13325
118,dry,977.3231836,39.51,0.201,71,704.586,1.36943,20.397,14.917,20.001,200.197,90.001,502.749,4035.688,5015.675,5.035,90.886,30.01,29.033,436,492.319,108.251,69.021,50.178,1.016,1.15e+16,1.52e+17,1.38e+17,3e+17,6e+17,32153.409,102.027,911.0,156,0,23222,164.6465
119,dry,1003.085933,32.88,0.207,86,711.111,1.92633,16.973,15.039,19.999,200.635,90.0,502.125,3939.275,5034.262,5.012,91.989,29.994,37.352,405,554.659,108.363,71.792,49.794,1.024,1.46e+16,2.69e+16,1.38e+17,3e+17,6e+17,32034.212,107.376,878.0,156,0,23233,171.20274999999998
120,wet,1120.829635,38.11,0.211,157,707.715,1.41846,13.518,15.109,19.993,199.632,89.999,499.319,3999.733,4981.02,5.03,93.257,30.004,55.804,436,483.726,109.701,70.101,50.718,1.027,9500000000000000.0,1.14e+17,1.38e+17,3.03e+17,6e+17,30966.612,105.285,903.0,152,0,23211,164.47875000000002
121,wet,951.2067666,39.93,0.199,74,717.885,0.67979,15.955,15.018,19.995,206.842,89.999,505.745,3979.526,4978.657,5.007,90.466,30.008,49.652,365,538.94,106.935,70.711,51.041,1.011,1.11e+16,1.46e+17,1.38e+17,3e+17,6e+17,31509.217,104.176,884.0,154,0,23222,174.67125000000001
122,wet,1047.61023,35.63,0.218,112,713.608,0.73422,15.675,14.976,19.994,202.786,90.001,494.887,4095.857,4958.651,4.905,92.047,30.001,45.387,405,540.042,107.838,71.779,51.067,1.015,1.15e+16,9.13e+16,1.38e+17,3.03e+17,6e+17,31497.31,105.043,906.0,152,0,23233,168.727
123,dry,1143.152743,28.6,0.194,103,712.692,0.94868,15.554,14.97,20.004,195.963,89.999,504.231,4043.758,4926.446,5.027,91.822,29.997,31.283,365,525.219,107.912,70.586,51.288,0.999,2.01e+16,1.58e+17,1.38e+17,3.01e+17,6e+17,30883.8,100.728,906.0,150,0,23211,166.923
124,wet,1025.049013,34.58,0.212,198,714.415,1.26436,14.521,14.928,20.0,198.182,90.0,500.053,3977.556,5105.645,5.001,91.144,30.007,46.514,436,506.17,107.899,70.171,51.049,1.041,7300000000000000.0,1.79e+17,1.38e+17,3e+17,6e+17,32548.685,101.805,913.0,153,0,23222,169.32874999999999
125,wet,1253.373821,34.95,0.212,22,715.404,1.8256,15.932,15.079,19.994,200.311,90.001,500.402,4040.937,5036.638,4.885,92.019,30.013,37.378,436,526.174,107.429,71.033,51.23,1.033,1.34e+16,8.04e+16,1.38e+17,3.01e+17,6e+17,32096.824,102.901,889.0,154,0,23233,171.926
126,wet,1099.451037,32.59,0.206,87,713.132,1.10259,12.731,14.968,19.997,200.34,90.001,494.976,4012.77,5035.87,5.037,93.691,30.0,33.004,405,514.699,109.571,71.137,50.344,1.045,8720000000000000.0,5.58e+16,1.38e+17,3e+17,6e+17,31876.775,103.409,900.0,156,0,23311,169.308
127,wet,1103.383281,38.02,0.208,66,714.295,1.83466,15.444,15.001,19.996,196.437,89.999,499.243,4065.392,5054.543,4.935,90.95,29.991,41.801,365,476.826,106.082,71.234,51.012,1.014,1.62e+16,5.1e+16,1.38e+17,2.99e+17,6e+17,31373.265,103.899,911.0,154,0,23322,169.99875
128,dry,1108.161705,33.81,0.212,118,710.114,1.32112,11.805,15.081,20.005,199.032,89.999,501.188,4086.597,4924.687,4.915,89.285,29.998,25.265,365,516.324,108.213,71.249,49.957,1.025,1.08e+16,7.93e+16,1.38e+17,2.98e+17,6e+17,32270.885,102.841,903.0,157,0,23333,171.0035
129,dry,1259.283449,29.05,0.207,177,710.617,0.43567,17.367,15.058,20.005,198.274,90.002,493.336,4080.489,5064.639,5.125,89.914,30.015,51.723,365,516.223,107.833,71.169,50.752,1.056,1.44e+16,1.29e+17,1.38e+17,2.99e+17,6e+17,32062.372,104.328,885.0,152,0,23311,171.55425
130,dry,1203.920834,49.91,0.203,70,711.632,0.60662,16.09,14.84,20.001,200.855,90.0,498.381,4061.964,5037.031,4.973,92.887,29.998,45.432,405,494.743,107.334,71.153,50.726,1.036,1.73e+16,9.95e+16,6.12e+16,3e+17,6e+17,32374.895,104.18,898.0,155,0,23322,172.458
131,dry,1051.65323,32.47,0.215,145,710.084,1.24908,19.026,15.014,20.001,201.824,90.0,501.805,4021.992,4937.455,5.048,92.212,29.999,39.255,436,528.74,106.719,71.196,50.504,1.028,8720000000000000.0,1e+17,1.38e+17,2.98e+17,6e+17,31438.723,104.829,908.0,148,0,23333,169.646
132,wet,1186.644888,32.82,0.207,74,715.033,2.39432,18.891,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,41.238,405,519.44,109.177,71.174,50.557,1.015,7300000000000000.0,1.13e+17,1.38e+17,3e+17,6e+17,32297.342,102.555,893.0,152,0,23311,168.33325
133,wet,926.4656786,36.66,0.192,75,707.538,1.11835,13.788,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,58.745,365,461.885,104.821,71.287,51.336,1.009,1.82e+16,6.32e+16,1.38e+17,3.01e+17,6e+17,31153.753,103.587,927.0,154,0,23322,172.5845
134,dry,1190.76007,35.44,0.211,108,700.719,1.3273,18.771,14.968,19.996,200.435,90.0,501.817,4078.065,4942.679,5.037,92.228,29.998,30.214,436,491.186,109.592,71.17,50.912,1.046,1.3e+16,1.49e+17,1.38e+17,3.02e+17,6e+17,32181.305,104.43,906.0,156,0,23333,168.05475
135,dry,1083.983412,39.27,0.217,135,687.582,1.39488,13.457,14.976,20.002,204.335,90.0,500.084,4099.44,4950.89,5.097,92.703,30.002,42.835,365,548.796,106.907,71.94,51.431,1.022,2880000000000000.0,1.2e+16,1.38e+17,3.01e+17,6e+17,32241.562,102.059,912.0,156,0,12133,162.82049999999998
136,dry,1086.566187,35.16,0.216,93,715.034,1.67084,15.465,15.088,20.001,198.499,89.999,497.564,4023.089,5061.575,5.09,94.048,29.991,45.173,405,533.002,109.443,70.082,51.207,1.012,8140000000000000.0,1.65e+17,2.54e+17,3.01e+17,6e+17,32695.351,100.52,893.0,158,0,12222,168.1335
137,wet,1134.145559,31.99,0.22,103,695.458,1.14555,16.149,15.099,20.0,200.086,90.0,503.137,4100.556,4995.798,5.018,94.479,29.995,56.223,365,526.859,108.358,71.146,50.255,1.055,1.42e+16,9.77e+16,1.38e+17,2.99e+17,6e+17,32457.98,103.259,894.0,152,0,12311,166.1395
138,wet,965.9786545,45.08,0.205,87,705.094,1.08432,15.371,14.875,19.994,199.382,90.001,500.042,4028.083,4922.502,5.175,93.882,30.005,50.152,365,510.635,108.664,69.262,50.687,1.033,1.23e+16,9.7e+16,1.38e+17,3.01e+17,6e+17,32385.463,100.834,901.0,155,0,13111,169.1485
139,wet,973.956033,43.66,0.22,103,706.963,1.3867,17.047,15.004,20.001,201.67,90.0,503.0,4018.664,5123.695,4.903,90.418,29.997,45.961,405,497.687,108.858,69.822,51.237,1.031,1.78e+16,6.64e+16,1.38e+17,3e+17,6e+17,32928.823,104.711,885.0,153,0,13333,169.09074999999999
140,dry,1130.769716,26.92,0.196,121,726.396,1.41685,17.544,14.916,19.994,204.08,89.998,502.353,4071.649,5006.693,4.964,93.432,29.996,49.155,436,545.411,109.447,71.021,51.969,1.054,5990000000000000.0,1.35e+17,1.38e+17,2.99e+17,6e+17,32507.472,103.749,907.0,153,0,21133,170.39899999999997
141,wet,1158.431956,31.95,0.202,115,712.17,1.71849,14.894,15.036,19.998,199.805,90.001,496.88,4144.454,5026.875,4.855,92.454,29.998,36.855,405,549.877,107.83,70.563,52.148,1.042,9960000000000000.0,5.89e+16,1.38e+17,3.01e+17,6e+17,31557.692,99.555,897.0,154,0,21311,166.4675
142,dry,979.650965,38.88,0.212,129,715.453,0.78457,16.547,14.902,20.001,202.474,90.001,500.851,4044.066,4870.596,4.901,90.264,30.001,30.556,405,500.373,108.374,69.103,51.668,1.032,7060000000000000.0,1.19e+17,1.38e+17,3e+17,6e+17,32314.849,102.377,916.0,153,0,22111,172.61325
143,dry,1080.659425,34.22,0.202,118,710.526,2.14897,17.035,15.011,19.997,200.748,90.001,496.918,3959.744,5034.989,5.007,92.187,30.006,40.801,405,530.116,108.501,70.774,51.67,1.045,1.17e+16,5.23e+16,1.38e+17,3.01e+17,6e+17,32704.56,104.585,911.0,153,0,22222,168.58149999999998
144,dry,1151.870204,41.86,0.204,149,703.333,1.17901,16.608,14.998,20.005,200.693,90.0,499.623,3949.569,4999.225,5.083,89.245,30.009,24.677,405,500.466,105.36,70.769,50.224,1.04,8720000000000000.0,1.38e+17,1.38e+17,3.01e+17,6e+17,32148.267,104.398,896.0,158,0,22333,167.13325
145,dry,957.766933,37.63,0.201,71,704.586,1.30273,20.397,15.097,20.001,200.197,90.001,500.839,4035.688,5015.675,5.035,90.886,30.01,29.033,436,492.319,108.251,69.021,50.178,1.016,1.15e+16,1.52e+17,1.38e+17,3e+17,6e+17,32153.409,102.027,911.0,156,0,23133,164.6465
146,dry,994.5914794,31.62,0.207,86,711.111,1.13982,16.973,15.071,19.999,200.635,90.0,498.791,3939.275,5034.262,5.012,91.989,29.994,37.352,405,554.659,108.363,71.792,49.794,1.024,1.46e+16,2.69e+16,1.38e+17,3e+17,6e+17,32034.212,107.376,878.0,156,0,23222,171.20274999999998
147,wet,1109.556941,39.16,0.211,157,707.715,1.41837,13.518,14.992,19.993,199.632,89.999,501.137,3999.733,4981.02,5.03,93.257,30.004,55.804,436,483.726,109.701,70.101,50.718,1.027,9500000000000000.0,1.14e+17,1.38e+17,3.03e+17,6e+17,30966.612,105.285,903.0,152,0,23311,164.47875000000002
148,wet,946.9847745,30.39,0.199,74,717.885,0.65719,15.955,15.058,19.995,206.842,89.999,494.582,3979.526,4978.657,5.007,90.466,30.008,49.652,365,538.94,106.935,70.711,51.041,1.011,1.11e+16,1.46e+17,1.38e+17,3e+17,6e+17,31509.217,104.176,884.0,154,0,31111,174.67125000000001
149,wet,1035.837417,32.41,0.218,112,719.155,1.23425,15.675,14.976,19.994,202.786,90.001,503.045,4095.857,4958.651,4.905,92.047,30.001,45.387,405,540.042,107.838,71.779,51.067,1.015,1.15e+16,9.13e+16,1.38e+17,3.03e+17,6e+17,31497.31,105.043,906.0,152,0,31333,170.11374999999998
150,dry,1123.535235,32.09,0.194,103,708.835,1.27421,15.554,14.97,20.004,195.963,89.999,499.135,4043.758,4926.446,5.027,91.822,29.997,31.283,365,525.219,107.912,70.586,51.288,0.999,2.01e+16,1.58e+17,1.38e+17,3.01e+17,6e+17,30883.8,100.728,906.0,150,0,32133,165.95875
151,wet,1008.695922,28.58,0.212,198,702.21,1.26436,14.521,14.928,20.0,198.182,90.0,495.303,3977.556,5105.645,5.001,91.144,30.007,46.514,436,506.17,107.899,70.171,51.049,1.041,7300000000000000.0,1.79e+17,1.38e+17,3e+17,6e+17,32548.685,101.805,913.0,153,0,32222,166.2775
152,wet,1245.405248,29.14,0.212,22,716.603,1.8256,15.932,15.079,19.994,200.311,90.001,509.055,4040.937,5036.638,4.885,92.019,30.013,37.378,436,526.174,107.429,70.693,51.23,1.033,1.34e+16,8.04e+16,1.38e+17,3.01e+17,6e+17,32096.824,102.901,889.0,154,0,32311,172.22575
153,wet,1086.851132,35.67,0.206,87,703.77,1.10259,12.731,14.968,19.997,200.34,90.001,505.372,4012.77,5035.87,5.037,93.691,30.0,33.004,405,514.699,109.571,71.747,50.344,1.045,8720000000000000.0,5.58e+16,1.38e+17,3e+17,6e+17,31876.775,103.409,900.0,156,0,33111,166.9675
154,wet,1088.463298,33.59,0.208,66,717.257,1.83466,15.444,15.001,19.996,196.437,89.999,498.037,4065.392,5054.543,4.935,90.95,29.991,41.801,365,476.826,106.082,70.718,51.012,1.014,1.62e+16,5.1e+16,1.38e+17,2.99e+17,6e+17,31373.265,103.899,911.0,154,0,33222,170.73925
155,dry,1107.041866,32.59,0.212,118,719.257,1.32112,11.805,15.081,20.005,199.032,89.999,496.959,4086.597,4924.687,4.915,89.285,29.998,25.265,365,516.324,108.213,70.269,49.957,1.025,1.08e+16,7.93e+16,1.38e+17,2.98e+17,6e+17,32270.885,102.841,903.0,157,0,33333,173.28924999999998
156,dry,1253.421216,35.13,0.207,177,688.973,0.43567,19.373,15.058,20.005,198.274,90.002,498.643,4080.489,5064.639,5.125,89.914,30.015,51.723,365,516.223,107.833,69.28,50.752,1.056,1.44e+16,1.29e+17,1.38e+17,2.99e+17,6e+17,32062.372,104.328,885.0,152,0,11133,166.14325
157,dry,1193.178092,34.26,0.203,70,709.629,0.60662,15.465,14.84,20.001,200.855,90.0,498.381,4061.964,5037.031,4.973,92.887,29.998,45.432,405,494.743,107.334,70.841,50.726,1.036,1.73e+16,9.95e+16,6.12e+16,3e+17,6e+17,32374.895,104.18,898.0,155,0,11222,171.95725
158,dry,1045.668115,29.21,0.215,145,708.401,1.24908,9.685,15.014,20.001,201.824,90.0,501.805,4021.992,4937.455,5.048,92.212,29.999,39.255,436,528.74,106.719,69.916,50.504,1.028,8720000000000000.0,1e+17,1.38e+17,2.98e+17,6e+17,31438.723,104.829,908.0,148,0,11311,169.22525
159,wet,1178.507201,49.17,0.207,74,715.033,2.39432,17.87,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,41.238,405,519.44,109.177,69.159,50.557,1.015,7300000000000000.0,1.13e+17,1.38e+17,3e+17,6e+17,32297.342,102.555,893.0,152,0,12111,168.33325
160,wet,923.5846197,37.17,0.192,75,707.538,1.11835,13.382,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,58.745,365,461.885,104.821,70.469,51.336,1.009,1.82e+16,6.32e+16,1.38e+17,3.01e+17,6e+17,31153.753,103.587,927.0,154,0,12333,172.5845
161,dry,1171.352233,29.45,0.211,108,700.719,1.3273,15.965,14.968,19.996,200.435,90.0,501.817,4078.065,4942.679,5.037,92.228,29.998,30.214,436,491.186,109.592,72.095,50.087,1.046,1.3e+16,1.49e+17,1.38e+17,3.02e+17,6e+17,32181.305,104.43,906.0,156,0,13133,168.05475
162,dry,991.6135528,31.82,0.2,144,699.27,1.39637,20.701,14.953,19.999,198.455,90.0,502.391,4037.819,4928.447,5.115,93.172,29.999,39.985,436,530.61,107.085,71.164,51.963,0.994,5170000000000000.0,1.71e+16,1.38e+17,3e+17,6e+17,31639.318,103.843,902.0,155,0,31111,169.0675
163,wet,1220.285145,31.5,0.194,125,715.864,0.46572,11.253,15.005,20.003,202.152,90.0,507.183,4005.84,4988.85,5.01,92.424,29.999,48.249,405,500.183,108.653,71.119,53.272,1.039,1.3e+16,1.83e+17,1.38e+17,3.01e+17,6e+17,31468.269,102.597,923.0,153,0,31122,166.866
164,dry,886.5626792,40.05,0.217,45,731.855,1.41726,15.286,15.054,20.005,199.593,89.999,501.286,4067.541,5083.958,5.085,91.638,30.006,42.936,365,545.072,104.708,71.256,50.718,1.068,1.61e+16,7.85e+16,1.38e+17,3e+17,6e+17,30906.701,104.338,910.0,149,0,31133,175.06375
165,dry,977.2935883,30.73,0.201,101,708.933,1.05565,12.463,14.946,19.995,201.177,90.001,503.396,4038.83,5105.011,5.112,89.341,30.003,38.106,405,522.79,106.614,71.402,52.102,0.993,9420000000000000.0,1.8e+17,1.38e+17,3.02e+17,6e+17,31668.747,104.576,919.0,157,0,31111,166.43325
