Unnamed: 0,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
1087,NOLSM17078170,2,Etching,287,1411,3698,5709,70.462,52.084,1.038,7,35,23-02-2019
1088,NOLSM17179171,3,Etching,230,1442,3644,5716,70.864,51.429,1.025,7,36,23-02-2019
1089,NOLSM172710172,1,Etching,521,1493,3666,5746,70.464,51.041,1.016,7,37,23-02-2019
1090,NOLSM173711173,2,Etching,378,1586,3645,5705,71.565,50.771,1.023,7,38,23-02-2019
1091,NOLSM174712174,3,Etching,333,1598,3653,5716,71.418,51.229,1.047,7,39,23-02-2019
1092,NOLSM175713175,1,Etching,409,1421,3663,5726,70.726,51.76,1.008,7,40,23-02-2019
1093,NOLSM176714176,2,Etching,359,1339,3654,5716,69.644,51.526,1.026,7,41,23-02-2019
1094,NOLSM177715177,3,Etching,171,1312,3660,5721,69.784,50.415,1.043,7,42,23-02-2019
1095,NOLSM178716178,1,Etching,265,1428,3642,5692,70.47,51.062,1.037,7,43,23-02-2019
1096,NOLSM179717179,2,Etching,366,1284,3652,5724,69.714,52.005,1.041,7,44,23-02-2019
1097,NOLSM180718180,3,Etching,635,1484,3642,5723,71.678,51.297,1.023,7,45,23-02-2019
1098,NOLSM181719181,1,Etching,417,1562,3654,5723,71.108,51.82,1.041,7,46,23-02-2019
1099,NOLSM182720182,2,Etching,357,1482,3677,5740,69.37,51.096,1.022,7,47,23-02-2019
1100,NOLSM183721183,3,Etching,315,1520,3644,5699,71.033,51.357,1.033,7,48,23-02-2019
1101,NOLSM184722184,1,Etching,369,1284,3690,5729,71.137,50.795,1.037,7,49,23-02-2019
1102,NOLSM185723185,2,Etching,496,1511,3641,5737,71.234,50.722,1.027,7,50,23-02-2019
1103,NOLSM186724186,3,Etching,348,1429,3639,5710,71.249,50.691,1.048,7,51,23-02-2019
1104,NOLSM187725187,1,Etching,182,1516,3672,5698,71.169,50.982,1.004,7,52,23-02-2019
1105,NOLSM188726188,2,Etching,596,1449,3660,5743,71.153,50.746,1.039,7,53,23-02-2019
1106,NOLSM189727189,3,Etching,491,1598,3693,5740,71.196,51.267,1.038,7,54,23-02-2019
1107,NOLSM703271703,1,Etching,296,1470,3652,5714,72.289,51.79,1.045,27,28,23-02-2019
1108,NOLSM704272704,2,Etching,172,1360,3659,5708,71.801,51.787,1.045,27,29,23-02-2019
1109,NOLSM705273705,3,Etching,288,1435,3658,5705,71.806,52.015,1.05,27,30,23-02-2019
1110,NOLSM706274706,1,Etching,243,1407,3665,5728,72.187,51.97,1.049,27,31,23-02-2019
1111,NOLSM707275707,2,Etching,266,1584,3655,5732,71.82,51.224,1.031,27,32,23-02-2019
1112,NOLSM708276708,3,Etching,213,1511,3645,5715,71.355,51.298,1.032,27,33,23-02-2019
1113,NOLSM709277709,1,Etching,248,1439,3646,5733,71.142,50.909,1.023,27,34,23-02-2019
1114,NOLSM710278710,2,Etching,262,1523,3649,5709,71.159,51.187,1.03,27,35,23-02-2019
1115,NOLSM711279711,3,Etching,307,1452,3650,5686,71.281,50.985,1.025,27,36,23-02-2019
1116,NOLSM7122710712,1,Etching,249,1417,3649,5726,71.716,50.982,1.025,27,37,23-02-2019
1117,NOLSM7132711713,2,Etching,167,1420,3640,5705,71.216,50.985,1.025,27,38,23-02-2019
1118,NOLSM7142712714,3,Etching,252,1476,3643,5696,71.038,51.2,1.03,27,39,23-02-2019
1119,NOLSM7152713715,1,Etching,238,1439,3647,5691,71.537,51.137,1.028,27,40,23-02-2019
1120,NOLSM7162714716,2,Etching,136,1352,3639,5684,71.059,51.309,1.033,27,41,23-02-2019
1121,NOLSM7172715717,3,Etching,147,1362,3644,5733,71.522,51.166,1.029,27,42,23-02-2019
1122,NOLSM7182716718,1,Etching,149,1329,3645,5732,71.723,51.143,1.029,27,43,23-02-2019
1123,NOLSM7192717719,2,Etching,186,1362,3641,5725,71.071,50.825,1.021,27,44,23-02-2019
1124,NOLSM7202718720,3,Etching,316,1361,3655,5710,71.878,50.846,1.021,27,45,23-02-2019
1125,NOLSM7212719721,1,Etching,228,1542,3656,5741,71.857,51.09,1.027,27,46,23-02-2019
1126,NOLSM7222720722,2,Etching,227,1495,3653,5706,71.969,51.165,1.029,27,47,23-02-2019
1127,NOLSM7232721723,3,Etching,231,1378,3655,5706,72.108,51.182,1.03,27,48,23-02-2019
1128,NOLSM7242722724,1,Etching,242,1366,3650,5739,71.786,51.099,1.027,27,49,23-02-2019
1129,NOLSM7252723725,2,Etching,221,1465,3650,5693,71.889,51.128,1.028,27,50,23-02-2019
1130,NOLSM7262724726,3,Etching,176,1431,3647,5696,71.857,51.073,1.027,27,51,23-02-2019
1131,NOLSM7272725727,1,Etching,361,1420,3661,5726,72.41,51.138,1.028,27,52,23-02-2019
1132,NOLSM7282726728,2,Etching,275,1434,3656,5702,71.95,51.169,1.029,27,53,23-02-2019
1133,NOLSM7292727729,3,Etching,140,1374,3644,5731,71.687,51.341,1.034,27,54,23-02-2019
1134,NOLSM16371,2,Etching,362,1555,3658,5684,72.388,51.396,1.025,7,1,23-02-2019
1135,NOLSM16472,1,Etching,180,1438,3638,5720,72.414,50.402,1.042,7,2,23-02-2019
1136,NOLSM16573,1,Etching,397,1530,3655,5713,71.499,51.124,1.034,7,3,23-02-2019
1137,NOLSM16674,2,Etching,228,1479,3666,5697,68.897,51.159,1.025,7,4,23-02-2019
1138,NOLSM16775,3,Etching,256,1483,3657,5703,69.714,51.613,1.026,7,5,23-02-2019
1139,NOLSM16876,3,Etching,372,1546,3649,5719,71.319,51.801,1.072,7,6,23-02-2019
1140,NOLSM16977,2,Etching,374,1518,3624,5686,70.351,51.802,1.046,7,7,23-02-2019
1141,NOLSM17078,1,Etching,287,1411,3698,5709,70.462,52.084,1.038,7,8,23-02-2019
1142,NOLSM17179,1,Etching,230,1442,3644,5716,70.864,51.429,1.025,7,9,23-02-2019
1143,NOLSM172710,2,Etching,521,1493,3666,5746,70.464,51.041,1.016,7,10,23-02-2019
1144,NOLSM173711,3,Etching,378,1586,3645,5705,71.565,50.771,1.023,7,11,23-02-2019
1145,NOLSM174712,2,Etching,333,1598,3653,5716,71.418,51.229,1.047,7,12,23-02-2019
1146,NOLSM175713,1,Etching,409,1421,3663,5726,70.726,51.76,1.008,7,13,23-02-2019
1147,NOLSM176714,1,Etching,359,1339,3654,5716,69.644,51.526,1.026,7,14,23-02-2019
1148,NOLSM177715,3,Etching,171,1312,3660,5721,69.784,50.415,1.043,7,15,23-02-2019
1149,NOLSM178716,3,Etching,265,1428,3642,5692,70.47,51.062,1.037,7,16,23-02-2019
1150,NOLSM179717,1,Etching,366,1284,3652,5724,69.714,52.005,1.041,7,17,23-02-2019
1151,NOLSM180718,1,Etching,635,1484,3642,5723,71.678,51.297,1.023,7,18,23-02-2019
1152,NOLSM181719,2,Etching,417,1562,3654,5723,71.108,51.82,1.041,7,19,23-02-2019
1153,NOLSM182720,3,Etching,357,1482,3677,5740,69.37,51.096,1.022,7,20,23-02-2019
1154,NOLSM183721,3,Etching,315,1520,3644,5699,70.939,51.357,1.033,7,21,23-02-2019
1155,NOLSM184722,2,Etching,369,1284,3690,5729,72.38,50.795,1.037,7,22,23-02-2019
1156,NOLSM185723,1,Etching,496,1511,3641,5737,69.226,50.722,1.027,7,23,23-02-2019
1157,NOLSM186724,1,Etching,348,1429,3639,5710,69.731,50.691,1.048,7,24,23-02-2019
1158,NOLSM187725,2,Etching,182,1516,3672,5698,70.799,50.982,1.004,7,25,23-02-2019
1159,NOLSM188726,3,Etching,596,1449,3660,5743,71.364,50.746,1.039,7,26,23-02-2019
1160,NOLSM189727,3,Etching,491,1598,3693,5740,69.199,51.267,1.038,7,27,23-02-2019
1161,NOLSM703271,2,Etching,296,1470,3652,5714,72.289,51.79,1.045,27,1,23-02-2019
1162,NOLSM704272,3,Etching,172,1360,3659,5708,71.801,51.787,1.045,27,2,23-02-2019
1163,NOLSM705273,3,Etching,288,1435,3658,5705,71.806,52.015,1.05,27,3,23-02-2019
1164,NOLSM706274,2,Etching,243,1407,3665,5728,72.187,51.97,1.049,27,4,23-02-2019
1165,NOLSM707275,1,Etching,266,1584,3655,5732,71.82,51.224,1.031,27,5,23-02-2019
1166,NOLSM708276,1,Etching,213,1511,3645,5715,71.355,51.298,1.032,27,6,23-02-2019
1167,NOLSM709277,2,Etching,248,1439,3646,5733,71.142,50.909,1.023,27,7,23-02-2019
1168,NOLSM710278,3,Etching,262,1523,3649,5709,71.159,51.187,1.03,27,8,23-02-2019
1169,NOLSM711279,3,Etching,307,1452,3650,5686,71.281,50.985,1.025,27,9,23-02-2019
1170,NOLSM7122710,2,Etching,249,1417,3649,5726,71.716,50.982,1.025,27,10,23-02-2019
1171,NOLSM7132711,1,Etching,167,1420,3640,5705,71.216,50.985,1.025,27,11,23-02-2019
1172,NOLSM7142712,1,Etching,252,1476,3643,5696,71.038,51.2,1.03,27,12,23-02-2019
1173,NOLSM7152713,2,Etching,238,1439,3647,5691,71.537,51.137,1.028,27,13,23-02-2019
1174,NOLSM7162714,3,Etching,136,1352,3639,5684,71.059,51.309,1.033,27,14,23-02-2019
1175,NOLSM7172715,3,Etching,147,1362,3644,5733,71.522,51.166,1.029,27,15,23-02-2019
1176,NOLSM7182716,1,Etching,149,1329,3645,5732,71.723,51.143,1.029,27,16,23-02-2019
1177,NOLSM7192717,1,Etching,186,1362,3641,5725,71.071,50.825,1.021,27,17,23-02-2019
1178,NOLSM7202718,2,Etching,316,1361,3655,5710,71.878,50.846,1.021,27,18,23-02-2019
1179,NOLSM7212719,3,Etching,228,1542,3656,5741,71.857,51.09,1.027,27,19,23-02-2019
1180,NOLSM7222720,1,Etching,227,1495,3653,5706,71.969,51.165,1.029,27,20,23-02-2019
1181,NOLSM7232721,1,Etching,231,1378,3655,5706,72.108,51.182,1.03,27,21,23-02-2019
1182,NOLSM7242722,2,Etching,242,1366,3650,5739,71.786,51.099,1.027,27,22,23-02-2019
1183,NOLSM7252723,3,Etching,221,1465,3650,5693,71.889,51.128,1.028,27,23,23-02-2019
1184,NOLSM7262724,3,Etching,176,1431,3647,5696,71.857,51.073,1.027,27,24,23-02-2019
1185,NOLSM7272725,2,Etching,361,1420,3661,5726,72.41,51.138,1.028,27,25,23-02-2019
1186,NOLSM7282726,1,Etching,275,1434,3656,5702,71.95,51.169,1.029,27,26,23-02-2019
1187,NOLSM7292727,1,Etching,140,1374,3644,5731,71.687,51.341,1.034,27,27,23-02-2019
1188,NOLSM19081190,1,Etching,362,1531,3690,5718,71.174,51.7,1.032,8,28,24-02-2019
1189,NOLSM19182191,2,Etching,363,1373,3644,5726,71.287,51.753,1.007,8,29,24-02-2019
1190,NOLSM19283192,3,Etching,430,1429,3642,5713,71.17,51.214,1.042,8,30,24-02-2019
1191,NOLSM19384193,1,Etching,208,1474,3667,5717,71.164,51.976,1.003,8,31,24-02-2019
1192,NOLSM19485194,2,Etching,213,1549,3662,5712,71.119,50.941,1.02,8,32,24-02-2019
1193,NOLSM19586195,3,Etching,447,1510,3656,5714,71.256,51.878,1.02,8,33,24-02-2019
1194,NOLSM19687196,1,Etching,457,1432,3654,5693,71.402,51.995,1.059,8,34,24-02-2019
1195,NOLSM19788197,2,Etching,509,1345,3636,5698,71.287,51.007,1.039,8,35,24-02-2019
1196,NOLSM19889198,3,Etching,462,1471,3633,5707,72.067,51.012,1.031,8,36,24-02-2019
1197,NOLSM199810199,1,Etching,315,1381,3657,5722,71.605,50.806,1.063,8,37,24-02-2019
1198,NOLSM200811200,2,Etching,343,1564,3654,5704,71.254,51.148,1.037,8,38,24-02-2019
1199,NOLSM201812201,3,Etching,369,1601,3646,5699,71.551,51.23,1.02,8,39,24-02-2019
1200,NOLSM202813202,1,Etching,418,1431,3662,5695,70.397,51.179,1.01,8,40,24-02-2019
1201,NOLSM203814203,2,Etching,401,1451,3671,5703,71.25,52.514,1.076,8,41,24-02-2019
1202,NOLSM204815204,3,Etching,314,1518,3653,5736,71.096,51.129,1.026,8,42,24-02-2019
1203,NOLSM205816205,1,Etching,331,1359,3684,5735,70.583,50.646,1.028,8,43,24-02-2019
1204,NOLSM206817206,2,Etching,264,1443,3702,5728,71.727,51.146,1.035,8,44,24-02-2019
1205,NOLSM207818207,3,Etching,287,1445,3660,5724,69.297,51.531,1.002,8,45,24-02-2019
1206,NOLSM208819208,1,Etching,361,1455,3656,5714,70.934,51.142,1.032,8,46,24-02-2019
1207,NOLSM209820209,2,Etching,452,1522,3640,5730,71.382,51.039,1.042,8,47,24-02-2019
1208,NOLSM210821210,3,Etching,343,1380,3668,5694,71.149,50.15,1.039,8,48,24-02-2019
1209,NOLSM211822211,1,Etching,468,1536,3693,5700,72.08,50.514,0.996,8,49,24-02-2019
1210,NOLSM212823212,2,Etching,49,1435,3665,5738,69.897,50.484,1.023,8,50,24-02-2019
1211,NOLSM213824213,3,Etching,351,1415,3636,5707,70.2,51.514,1.024,8,51,24-02-2019
1212,NOLSM214825214,1,Etching,378,1382,3643,5715,70.456,51.895,1.03,8,52,24-02-2019
1213,NOLSM215826215,2,Etching,364,1526,3644,5720,70.417,51.47,1.025,8,53,24-02-2019
1214,NOLSM216827216,3,Etching,241,1443,3641,5728,71.754,52.099,1.028,8,54,24-02-2019
1215,NOLSM730281730,1,Etching,234,1398,3656,5745,72.253,51.479,1.037,28,28,24-02-2019
1216,NOLSM731282731,2,Etching,209,1439,3651,5698,72.308,51.797,1.045,28,29,24-02-2019
1217,NOLSM732283732,3,Etching,269,1437,3651,5702,71.924,51.22,1.03,28,30,24-02-2019
1218,NOLSM733284733,1,Etching,261,1617,3661,5731,72.482,51.299,1.032,28,31,24-02-2019
1219,NOLSM734285734,2,Etching,312,1563,3657,5708,71.863,51.602,1.04,28,32,24-02-2019
1220,NOLSM735286735,3,Etching,265,1320,3655,5694,72.07,51.533,1.038,28,33,24-02-2019
1221,NOLSM736287736,1,Etching,210,1476,3655,5716,71.927,51.814,1.045,28,34,24-02-2019
1222,NOLSM737288737,2,Etching,202,1433,3649,5727,71.588,51.84,1.046,28,35,24-02-2019
1223,NOLSM738289738,3,Etching,317,1709,3670,5722,72.638,51.816,1.045,28,36,24-02-2019
1224,NOLSM7392810739,1,Etching,162,1468,3652,5717,72.026,51.692,1.042,28,37,24-02-2019
1225,NOLSM7402811740,2,Etching,150,1466,3648,5711,71.776,51.503,1.038,28,38,24-02-2019
1226,NOLSM7412812741,3,Etching,249,1390,3662,5737,72.45,51.518,1.038,28,39,24-02-2019
1227,NOLSM7422813742,1,Etching,237,1561,3664,5739,72.781,51.407,1.035,28,40,24-02-2019
1228,NOLSM7432814743,2,Etching,257,1665,3656,5724,72.268,51.404,1.035,28,41,24-02-2019
1229,NOLSM7442815744,3,Etching,285,1573,3669,5713,72.758,51.384,1.035,28,42,24-02-2019
1230,NOLSM7452816745,1,Etching,307,1526,3668,5706,72.682,51.336,1.033,28,43,24-02-2019
1231,NOLSM7462817746,2,Etching,319,1481,3658,5712,71.36,51.034,1.026,28,44,24-02-2019
1232,NOLSM7472818747,3,Etching,169,1588,3658,5731,72.663,51.236,1.031,28,45,24-02-2019
1233,NOLSM7482819748,1,Etching,269,1441,3645,5730,71.927,51.247,1.031,28,46,24-02-2019
1234,NOLSM7492820749,2,Etching,233,1441,3656,5709,72.255,51.174,1.029,28,47,24-02-2019
1235,NOLSM7502821750,3,Etching,301,1402,3646,5730,72.873,51.198,1.03,28,48,24-02-2019
1236,NOLSM7512822751,1,Etching,269,1481,3648,5710,72.886,50.996,1.025,28,49,24-02-2019
1237,NOLSM7522823752,2,Etching,289,1391,3655,5722,71.397,50.447,1.011,28,50,24-02-2019
1238,NOLSM7532824753,3,Etching,250,1384,3655,5730,72.107,50.79,1.02,28,51,24-02-2019
1239,NOLSM7542825754,1,Etching,238,1496,3643,5749,72.92,51.323,1.033,28,52,24-02-2019
1240,NOLSM7552826755,2,Etching,270,1462,3659,5712,72.151,51.12,1.028,28,53,24-02-2019
1241,NOLSM7562827756,3,Etching,320,1419,3668,5731,72.133,50.889,1.022,28,54,24-02-2019
1242,NOLSM19081,2,Etching,362,1531,3690,5718,70.938,51.7,1.032,8,1,24-02-2019
1243,NOLSM19182,1,Etching,363,1373,3644,5726,70.42,51.753,1.007,8,2,24-02-2019
1244,NOLSM19283,1,Etching,430,1429,3642,5713,71.804,51.214,1.042,8,3,24-02-2019
1245,NOLSM19384,2,Etching,208,1474,3667,5717,72.665,51.976,1.003,8,4,24-02-2019
1246,NOLSM19485,3,Etching,213,1549,3662,5712,72.487,50.941,1.02,8,5,24-02-2019
1247,NOLSM19586,3,Etching,447,1510,3656,5714,70.598,51.878,1.02,8,6,24-02-2019
1248,NOLSM19687,2,Etching,457,1432,3654,5693,72.771,51.995,1.059,8,7,24-02-2019
1249,NOLSM19788,1,Etching,509,1345,3636,5698,70.127,51.007,1.039,8,8,24-02-2019
1250,NOLSM19889,1,Etching,462,1471,3633,5707,72.067,51.012,1.031,8,9,24-02-2019
1251,NOLSM199810,2,Etching,315,1381,3657,5722,71.605,50.806,1.063,8,10,24-02-2019
1252,NOLSM200811,3,Etching,343,1564,3654,5704,71.254,51.148,1.037,8,11,24-02-2019
1253,NOLSM201812,3,Etching,369,1601,3646,5699,71.551,51.23,1.02,8,12,24-02-2019
1254,NOLSM202813,2,Etching,418,1431,3662,5695,70.397,51.179,1.01,8,13,24-02-2019
1255,NOLSM203814,1,Etching,401,1451,3671,5703,71.25,52.514,1.076,8,14,24-02-2019
1256,NOLSM204815,1,Etching,314,1518,3653,5736,71.096,51.129,1.026,8,15,24-02-2019
1257,NOLSM205816,3,Etching,331,1359,3684,5735,70.583,50.646,1.028,8,16,24-02-2019
1258,NOLSM206817,3,Etching,264,1443,3702,5728,71.727,51.146,1.035,8,17,24-02-2019
1259,NOLSM207818,2,Etching,287,1445,3660,5724,69.297,51.531,1.002,8,18,24-02-2019
1260,NOLSM208819,1,Etching,361,1455,3656,5714,70.934,51.142,1.032,8,19,24-02-2019
1261,NOLSM209820,1,Etching,452,1522,3640,5730,71.382,51.039,1.042,8,20,24-02-2019
1262,NOLSM210821,3,Etching,343,1380,3668,5694,71.149,50.15,1.039,8,21,24-02-2019
1263,NOLSM211822,3,Etching,468,1536,3693,5700,72.08,50.514,0.996,8,22,24-02-2019
1264,NOLSM212823,2,Etching,49,1435,3665,5738,69.897,50.484,1.023,8,23,24-02-2019
1265,NOLSM213824,1,Etching,351,1415,3636,5707,70.2,51.514,1.024,8,24,24-02-2019
1266,NOLSM214825,1,Etching,378,1382,3643,5715,70.456,51.895,1.03,8,25,24-02-2019
1267,NOLSM215826,2,Etching,364,1526,3644,5720,70.417,51.47,1.025,8,26,24-02-2019
1268,NOLSM216827,3,Etching,241,1443,3641,5728,71.754,52.099,1.028,8,27,24-02-2019
1269,NOLSM730281,2,Etching,234,1398,3656,5745,72.253,51.479,1.037,28,1,24-02-2019
1270,NOLSM731282,3,Etching,209,1439,3651,5698,72.308,51.797,1.045,28,2,24-02-2019
1271,NOLSM732283,3,Etching,269,1437,3651,5702,71.924,51.22,1.03,28,3,24-02-2019
1272,NOLSM733284,2,Etching,261,1617,3661,5731,72.482,51.299,1.032,28,4,24-02-2019
1273,NOLSM734285,1,Etching,312,1563,3657,5708,71.863,51.602,1.04,28,5,24-02-2019
1274,NOLSM735286,1,Etching,265,1320,3655,5694,72.07,51.533,1.038,28,6,24-02-2019
1275,NOLSM736287,2,Etching,210,1476,3655,5716,71.927,51.814,1.045,28,7,24-02-2019
1276,NOLSM737288,3,Etching,202,1433,3649,5727,71.588,51.84,1.046,28,8,24-02-2019
1277,NOLSM738289,3,Etching,317,1494,3670,5722,72.638,51.816,1.045,28,9,24-02-2019
1278,NOLSM7392810,2,Etching,162,1447,3652,5717,72.026,51.692,1.042,28,10,24-02-2019
1279,NOLSM7402811,1,Etching,150,1333,3648,5711,71.776,51.503,1.038,28,11,24-02-2019
1280,NOLSM7412812,1,Etching,249,1530,3662,5737,72.45,51.518,1.038,28,12,24-02-2019
1281,NOLSM7422813,2,Etching,237,1488,3664,5739,72.781,51.407,1.035,28,13,24-02-2019
1282,NOLSM7432814,3,Etching,257,1423,3656,5724,72.268,51.404,1.035,28,14,24-02-2019
1283,NOLSM7442815,3,Etching,285,1391,3669,5713,72.758,51.384,1.035,28,15,24-02-2019
1284,NOLSM7452816,2,Etching,307,1533,3668,5706,72.682,51.336,1.033,28,16,24-02-2019
1285,NOLSM7462817,1,Etching,319,1343,3658,5712,71.36,51.034,1.026,28,17,24-02-2019
1286,NOLSM7472818,1,Etching,169,1465,3668,5731,72.663,51.236,1.031,28,18,24-02-2019
1287,NOLSM7482819,2,Etching,269,1475,3656,5730,71.927,51.247,1.031,28,19,24-02-2019
1288,NOLSM7492820,3,Etching,233,1363,3664,5709,72.255,51.174,1.029,28,20,24-02-2019
1289,NOLSM7502821,3,Etching,301,1359,3668,5730,72.873,51.198,1.03,28,21,24-02-2019
1290,NOLSM7512822,2,Etching,269,1481,3669,5710,72.886,50.996,1.025,28,22,24-02-2019
1291,NOLSM7522823,1,Etching,289,1391,3654,5722,71.397,50.447,1.011,28,23,24-02-2019
1292,NOLSM7532824,1,Etching,250,1384,3658,5730,72.107,50.79,1.02,28,24,24-02-2019
1293,NOLSM7542825,2,Etching,238,1496,3672,5749,72.92,51.323,1.033,28,25,24-02-2019
1294,NOLSM7552826,3,Etching,270,1462,3659,5712,72.151,51.12,1.028,28,26,24-02-2019
1295,NOLSM7562827,2,Etching,320,1419,3668,5731,72.133,50.889,1.022,28,27,24-02-2019
1296,NOLSM21791217,1,Etching,466,1635,3636,5724,71.303,51.381,1.01,9,28,25-02-2019
1297,NOLSM21892218,2,Etching,247,1628,3644,5707,72.657,51.998,1.028,9,29,25-02-2019
1298,NOLSM21993219,3,Etching,400,1393,3703,5717,71.868,51.124,1.029,9,30,25-02-2019
1299,NOLSM22094220,1,Etching,465,1526,3661,5701,71.04,51.657,1.051,9,31,25-02-2019
1300,NOLSM22195221,2,Etching,485,1574,3659,5693,72.59,51.409,1.047,9,32,25-02-2019
1301,NOLSM22296222,3,Etching,489,1654,3659,5724,70.283,51.824,1.032,9,33,25-02-2019
1302,NOLSM22397223,1,Etching,368,1464,3655,5731,71.406,51.159,1.022,9,34,25-02-2019
1303,NOLSM22498224,2,Etching,251,1521,3645,5725,71.876,51.545,1.032,9,35,25-02-2019
1304,NOLSM22599225,3,Etching,413,1705,3638,5709,71.416,50.912,1.028,9,36,25-02-2019
1305,NOLSM226910226,1,Etching,318,1457,3663,5724,69.84,51.963,1.042,9,37,25-02-2019
1306,NOLSM227911227,2,Etching,150,1439,3671,5704,69.267,53.272,1.05,9,38,25-02-2019
1307,NOLSM228912228,3,Etching,566,1479,3674,5746,71.324,50.718,1.062,9,39,25-02-2019
1308,NOLSM229913229,1,Etching,341,1580,3650,5723,72.201,52.102,1.047,9,40,25-02-2019
1309,NOLSM230914230,2,Etching,287,1545,3671,5701,71.545,50.724,1.026,9,41,25-02-2019
1310,NOLSM231915231,3,Etching,434,1533,3643,5692,71.879,50.849,1.023,9,42,25-02-2019
1311,NOLSM232916232,1,Etching,223,1520,3677,5715,70.915,51.179,1.034,9,43,25-02-2019
1312,NOLSM233917233,2,Etching,454,1353,3673,5704,70.644,51.177,1.023,9,44,25-02-2019
1313,NOLSM234918234,3,Etching,436,1597,3627,5698,70.334,51.828,1.008,9,45,25-02-2019
1314,NOLSM235919235,1,Etching,210,1399,3653,5718,71.72,51.486,1.046,9,46,25-02-2019
1315,NOLSM236920236,2,Etching,379,1475,3652,5710,72.335,51.429,1.04,9,47,25-02-2019
1316,NOLSM237921237,3,Etching,148,1454,3723,5719,71.233,50.959,0.99,9,48,25-02-2019
1317,NOLSM238922238,1,Etching,385,1517,3681,5693,69.67,51.516,1.047,9,49,25-02-2019
1318,NOLSM239923239,2,Etching,330,1460,3659,5729,71.406,50.324,1.027,9,50,25-02-2019
1319,NOLSM240924240,3,Etching,226,1496,3633,5699,69.706,50.756,1.031,9,51,25-02-2019
1320,NOLSM241925241,1,Etching,181,1584,3656,5706,70.399,52.379,1.022,9,52,25-02-2019
1321,NOLSM242926242,2,Etching,301,1429,3672,5694,70.657,51.465,1.026,9,53,25-02-2019
1322,NOLSM243927243,3,Etching,496,1385,3691,5721,68.921,52.141,1.057,9,54,25-02-2019
1323,NOLSM757291757,1,Etching,309,1424,3665,5722,71.687,50.543,1.014,29,28,25-02-2019
1324,NOLSM758292758,2,Etching,316,1472,3663,5701,72.077,50.807,1.02,29,29,25-02-2019
1325,NOLSM759293759,3,Etching,308,1464,3666,5711,72.195,50.811,1.02,29,30,25-02-2019
1326,NOLSM760294760,1,Etching,317,1441,3663,5733,71.262,50.83,1.021,29,31,25-02-2019
1327,NOLSM761295761,2,Etching,523,1614,3682,5729,71.679,50.763,1.019,29,32,25-02-2019
1328,NOLSM762296762,3,Etching,105,1278,3609,5691,68.653,50.196,1.005,29,33,25-02-2019
1329,NOLSM763297763,1,Etching,111,1284,3613,5679,69.117,50.388,1.01,29,34,25-02-2019
1330,NOLSM764298764,2,Etching,147,1409,3632,5696,71.004,50.546,1.014,29,35,25-02-2019
1331,NOLSM765299765,3,Etching,159,1328,3632,5686,70.905,50.328,1.008,29,36,25-02-2019
1332,NOLSM7662910766,1,Etching,165,1380,3649,5739,72.356,49.965,0.999,29,37,25-02-2019
1333,NOLSM7672911767,2,Etching,106,1381,3644,5724,72.017,49.902,0.998,29,38,25-02-2019
1334,NOLSM7682912768,3,Etching,187,1296,3633,5726,70.86,49.901,0.998,29,39,25-02-2019
1335,NOLSM7692913769,1,Etching,128,1345,3639,5700,71.526,50.297,1.007,29,40,25-02-2019
1336,NOLSM7702914770,2,Etching,180,1376,3644,5688,71.17,50.047,1.001,29,41,25-02-2019
1337,NOLSM7712915771,3,Etching,211,1385,3643,5689,71.597,50.415,1.01,29,42,25-02-2019
1338,NOLSM7722916772,1,Etching,190,1482,3647,5711,71.724,50.827,1.021,29,43,25-02-2019
1339,NOLSM7732917773,2,Etching,175,1384,3644,5730,71.293,50.372,1.009,29,44,25-02-2019
1340,NOLSM7742918774,3,Etching,202,1473,3647,5737,71.482,50.828,1.021,29,45,25-02-2019
1341,NOLSM7752919775,1,Etching,313,1371,3648,5740,72.153,50.839,1.021,29,46,25-02-2019
1342,NOLSM7762920776,2,Etching,224,1272,3639,5714,71.525,50.977,1.024,29,47,25-02-2019
1343,NOLSM7772921777,3,Etching,333,1408,3641,5727,71.301,50.744,1.019,29,48,25-02-2019
1344,NOLSM7782922778,1,Etching,269,1361,3643,5721,71.424,50.838,1.021,29,49,25-02-2019
1345,NOLSM7792923779,2,Etching,216,1360,3645,5731,71.497,50.802,1.02,29,50,25-02-2019
1346,NOLSM7802924780,3,Etching,236,1521,3658,5698,71.523,50.668,1.017,29,51,25-02-2019
1347,NOLSM7812925781,1,Etching,151,1465,3645,5695,72.437,50.554,1.014,29,52,25-02-2019
1348,NOLSM7822926782,2,Etching,207,1471,3656,5696,71.923,50.489,1.012,29,53,25-02-2019
1349,NOLSM7832927783,3,Etching,212,1596,3646,5713,71.379,50.21,1.005,29,54,25-02-2019
1350,NOLSM21791,3,Etching,466,1635,3636,5724,71.303,51.381,1.01,9,1,25-02-2019
1351,NOLSM21892,2,Etching,247,1628,3644,5707,72.657,51.998,1.028,9,2,25-02-2019
1352,NOLSM21993,1,Etching,400,1393,3703,5717,71.868,51.124,1.029,9,3,25-02-2019
1353,NOLSM22094,1,Etching,465,1526,3661,5701,71.04,51.657,1.051,9,4,25-02-2019
