No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM7542825,2,photo_li,40.624,I,365,471.588,108.046,28,25,24-02-2019
NOLSM7552826,3,photo_li,37.584,I,365,465.359,108.265,28,26,24-02-2019
NOLSM7562827,2,photo_li,24.633,I,365,465.004,106.136,28,27,24-02-2019
NOLSM21791217,1,photo_li,36.677,H,405,516.539,108.451,9,28,25-02-2019
NOLSM21892218,1,photo_li,38.872,H,405,514.981,108.11,9,29,25-02-2019
NOLSM21993219,1,photo_li,37.774,I,365,531.362,107.916,9,30,25-02-2019
NOLSM22094220,1,photo_li,32.526,G,436,505.873,106.326,9,31,25-02-2019
NOLSM22195221,1,photo_li,44.015,G,436,522.623,108.139,9,32,25-02-2019
NOLSM22296222,1,photo_li,53.602,G,436,515.357,109.81,9,33,25-02-2019
NOLSM22397223,1,photo_li,27.048,G,436,473.289,109.915,9,34,25-02-2019
NOLSM22498224,1,photo_li,39.324,G,436,521.735,106.117,9,35,25-02-2019
NOLSM22599225,1,photo_li,39.92,H,405,551.343,108.192,9,36,25-02-2019
NOLSM226910226,2,photo_li,42.219,I,365,567.679,108.401,9,37,25-02-2019
NOLSM227911227,2,photo_li,42.606,H,405,539.304,106.154,9,38,25-02-2019
NOLSM228912228,2,photo_li,52.749,I,365,527.721,108.309,9,39,25-02-2019
NOLSM229913229,2,photo_li,43.085,G,436,543.492,110.247,9,40,25-02-2019
NOLSM230914230,2,photo_li,41.051,I,365,526.931,108.188,9,41,25-02-2019
NOLSM231915231,2,photo_li,8.101,G,436,518.953,104.841,9,42,25-02-2019
NOLSM232916232,2,photo_li,37.621,I,365,506.438,108.554,9,43,25-02-2019
NOLSM233917233,2,photo_li,29.674,I,365,522.334,110.295,9,44,25-02-2019
NOLSM234918234,2,photo_li,23.908,I,365,559.406,105.773,9,45,25-02-2019
NOLSM235919235,3,photo_li,45.092,G,436,536.702,108.011,9,46,25-02-2019
NOLSM236920236,3,photo_li,47.213,I,365,505.439,106.893,9,47,25-02-2019
NOLSM237921237,3,photo_li,34.189,H,405,539.84,108.305,9,48,25-02-2019
NOLSM238922238,3,photo_li,29.479,I,365,514.096,108.048,9,49,25-02-2019
NOLSM239923239,3,photo_li,41.357,G,436,491.845,106.955,9,50,25-02-2019
NOLSM240924240,3,photo_li,33.765,G,436,497.538,106.38,9,51,25-02-2019
NOLSM241925241,3,photo_li,30.109,G,436,521.898,108.368,9,52,25-02-2019
NOLSM242926242,3,photo_li,76.265,H,405,495.546,109.119,9,53,25-02-2019
NOLSM243927243,3,photo_li,35.639,G,436,522.312,105.299,9,54,25-02-2019
NOLSM757291757,1,photo_li,35.7,I,365,474.987,106.911,29,28,25-02-2019
NOLSM758292758,1,photo_li,39.348,I,365,479.437,106.964,29,29,25-02-2019
NOLSM759293759,1,photo_li,30.315,I,365,464.943,107.066,29,30,25-02-2019
NOLSM760294760,1,photo_li,35.121,I,365,472.991,106.953,29,31,25-02-2019
NOLSM761295761,1,photo_li,33.399,I,365,476.077,106.394,29,32,25-02-2019
NOLSM762296762,1,photo_li,23.047,I,365,466.954,105.637,29,33,25-02-2019
NOLSM763297763,1,photo_li,29.141,I,365,470.815,105.863,29,34,25-02-2019
NOLSM764298764,1,photo_li,32.198,I,365,480.696,105.669,29,35,25-02-2019
NOLSM765299765,1,photo_li,20.124,I,365,469.636,104.745,29,36,25-02-2019
NOLSM7662910766,2,photo_li,25.046,I,365,474.479,104.604,29,37,25-02-2019
NOLSM7672911767,2,photo_li,18.951,I,365,466.898,104.45,29,38,25-02-2019
NOLSM7682912768,2,photo_li,17.932,I,365,467.53,104.529,29,39,25-02-2019
NOLSM7692913769,2,photo_li,23.805,I,365,468.908,104.882,29,40,25-02-2019
NOLSM7702914770,2,photo_li,34.443,I,365,484.872,105.558,29,41,25-02-2019
NOLSM7712915771,2,photo_li,28.852,I,365,469.146,106.354,29,42,25-02-2019
NOLSM7722916772,2,photo_li,29.796,I,365,473.629,106.058,29,43,25-02-2019
NOLSM7732917773,2,photo_li,19.976,I,365,463.711,105.467,29,44,25-02-2019
NOLSM7742918774,2,photo_li,36.248,I,365,480.324,106.577,29,45,25-02-2019
NOLSM7752919775,3,photo_li,35.278,I,365,470.662,107.212,29,46,25-02-2019
NOLSM7762920776,3,photo_li,42.665,I,365,484.878,107.193,29,47,25-02-2019
NOLSM7772921777,3,photo_li,38.165,I,365,483.527,106.763,29,48,25-02-2019
NOLSM7782922778,3,photo_li,34.689,I,365,474.257,106.786,29,49,25-02-2019
NOLSM7792923779,3,photo_li,35.697,I,365,478.308,106.622,29,50,25-02-2019
NOLSM7802924780,3,photo_li,39.629,I,365,486.337,106.24,29,51,25-02-2019
NOLSM7812925781,3,photo_li,32.166,I,365,474.619,106.161,29,52,25-02-2019
NOLSM7822926782,3,photo_li,20.921,I,365,466.058,105.087,29,53,25-02-2019
NOLSM7832927783,3,photo_li,31.927,I,365,481.671,105.572,29,54,25-02-2019
NOLSM21791,1,photo_li,36.677,H,405,516.539,108.451,9,1,25-02-2019
NOLSM21892,2,photo_li,38.872,H,405,514.981,108.11,9,2,25-02-2019
NOLSM21993,3,photo_li,37.774,I,365,531.362,107.916,9,3,25-02-2019
NOLSM22094,1,photo_li,32.526,G,436,505.873,106.326,9,4,25-02-2019
NOLSM22195,2,photo_li,44.015,G,436,522.623,108.139,9,5,25-02-2019
NOLSM22296,3,photo_li,53.602,G,436,515.357,109.81,9,6,25-02-2019
NOLSM22397,1,photo_li,27.048,G,436,473.289,109.915,9,7,25-02-2019
NOLSM22498,3,photo_li,39.324,G,436,521.735,106.117,9,8,25-02-2019
NOLSM22599,1,photo_li,39.92,H,405,551.343,108.192,9,9,25-02-2019
NOLSM226910,2,photo_li,42.219,I,365,567.679,108.401,9,10,25-02-2019
NOLSM227911,3,photo_li,42.606,H,405,539.304,106.154,9,11,25-02-2019
NOLSM228912,1,photo_li,52.749,I,365,527.721,108.309,9,12,25-02-2019
NOLSM229913,2,photo_li,43.085,G,436,543.492,110.247,9,13,25-02-2019
NOLSM230914,3,photo_li,41.051,I,365,526.931,108.188,9,14,25-02-2019
NOLSM231915,1,photo_li,8.101,G,436,518.953,104.841,9,15,25-02-2019
NOLSM232916,2,photo_li,37.621,I,365,506.438,108.554,9,16,25-02-2019
NOLSM233917,3,photo_li,29.674,I,365,522.334,110.295,9,17,25-02-2019
NOLSM234918,1,photo_li,23.908,I,365,559.406,105.773,9,18,25-02-2019
NOLSM235919,2,photo_li,45.092,G,436,536.702,108.011,9,19,25-02-2019
NOLSM236920,3,photo_li,47.213,I,365,505.439,106.893,9,20,25-02-2019
NOLSM237921,1,photo_li,34.189,H,405,539.84,108.305,9,21,25-02-2019
NOLSM238922,2,photo_li,29.479,I,365,514.096,108.048,9,22,25-02-2019
NOLSM239923,3,photo_li,41.357,G,436,491.845,106.955,9,23,25-02-2019
NOLSM240924,2,photo_li,33.765,G,436,497.538,106.38,9,24,25-02-2019
NOLSM241925,3,photo_li,30.109,G,436,521.898,108.368,9,25,25-02-2019
NOLSM242926,1,photo_li,76.265,H,405,495.546,109.119,9,26,25-02-2019
NOLSM243927,2,photo_li,35.639,G,436,522.312,105.299,9,27,25-02-2019
NOLSM757291,3,photo_li,35.7,I,365,474.987,106.911,29,1,25-02-2019
NOLSM758292,1,photo_li,39.348,I,365,479.437,106.964,29,2,25-02-2019
NOLSM759293,2,photo_li,30.315,I,365,464.943,107.066,29,3,25-02-2019
NOLSM760294,3,photo_li,35.121,I,365,472.991,106.953,29,4,25-02-2019
NOLSM761295,1,photo_li,33.399,I,365,476.077,106.394,29,5,25-02-2019
NOLSM762296,2,photo_li,23.047,I,365,466.954,105.637,29,6,25-02-2019
NOLSM763297,3,photo_li,29.141,I,365,470.815,105.863,29,7,25-02-2019
NOLSM764298,1,photo_li,32.198,I,365,480.696,105.669,29,8,25-02-2019
NOLSM765299,2,photo_li,20.124,I,365,469.636,104.745,29,9,25-02-2019
NOLSM7662910,3,photo_li,25.046,I,365,474.479,104.604,29,10,25-02-2019
NOLSM7672911,1,photo_li,18.951,I,365,466.898,104.45,29,11,25-02-2019
NOLSM7682912,2,photo_li,17.932,I,365,467.53,104.529,29,12,25-02-2019
NOLSM7692913,3,photo_li,23.805,I,365,468.908,104.882,29,13,25-02-2019
NOLSM7702914,1,photo_li,34.443,I,365,484.872,105.558,29,14,25-02-2019
NOLSM7712915,2,photo_li,28.852,I,365,469.146,106.354,29,15,25-02-2019
NOLSM7722916,1,photo_li,29.796,I,365,473.629,106.058,29,16,25-02-2019
NOLSM7732917,2,photo_li,19.976,I,365,463.711,105.467,29,17,25-02-2019
NOLSM7742918,3,photo_li,36.248,I,365,480.324,106.577,29,18,25-02-2019
NOLSM7752919,1,photo_li,35.278,I,365,470.662,107.212,29,19,25-02-2019
NOLSM7762920,2,photo_li,42.665,I,365,484.878,107.193,29,20,25-02-2019
NOLSM7772921,3,photo_li,38.165,I,365,483.527,106.763,29,21,25-02-2019
NOLSM7782922,1,photo_li,34.689,I,365,474.257,106.786,29,22,25-02-2019
NOLSM7792923,3,photo_li,35.697,I,365,478.308,106.622,29,23,25-02-2019
NOLSM7802924,1,photo_li,39.629,I,365,486.337,106.24,29,24,25-02-2019
NOLSM7812925,3,photo_li,32.166,I,365,474.619,106.161,29,25,25-02-2019
NOLSM7822926,1,photo_li,20.921,I,365,466.058,105.087,29,26,25-02-2019
NOLSM7832927,2,photo_li,31.927,I,365,481.671,105.572,29,27,25-02-2019
NOLSM244101244,1,photo_li,26.432,I,365,509.749,107.158,10,28,26-02-2019
NOLSM245102245,1,photo_li,54.979,H,405,522.991,105.169,10,29,26-02-2019
NOLSM246103246,1,photo_li,55.422,I,365,508.516,108.184,10,30,26-02-2019
NOLSM247104247,1,photo_li,29.244,G,436,547.841,108.25,10,31,26-02-2019
NOLSM248105248,1,photo_li,50.394,I,365,547.035,107.931,10,32,26-02-2019
NOLSM249106249,1,photo_li,51.27,G,436,520.716,110.015,10,33,26-02-2019
NOLSM250107250,1,photo_li,51.851,H,405,541.92,108.137,10,34,26-02-2019
NOLSM251108251,1,photo_li,38.047,G,436,463.791,109.986,10,35,26-02-2019
NOLSM252109252,1,photo_li,37.215,I,365,487.721,107.267,10,36,26-02-2019
NOLSM2531010253,2,photo_li,51.577,G,436,479.551,108.604,10,37,26-02-2019
NOLSM2541011254,2,photo_li,27.992,G,436,512.787,106.226,10,38,26-02-2019
NOLSM2551012255,2,photo_li,36.035,I,365,506.585,108.335,10,39,26-02-2019
NOLSM2561013256,2,photo_li,31.509,G,436,536.321,107.524,10,40,26-02-2019
NOLSM2571014257,2,photo_li,28.607,H,405,527.475,109.189,10,41,26-02-2019
NOLSM2581015258,2,photo_li,73.546,G,436,543.897,106.833,10,42,26-02-2019
NOLSM2591016259,2,photo_li,32.665,G,436,499.615,108.84,10,43,26-02-2019
NOLSM2601017260,2,photo_li,41.314,H,405,515.713,107.707,10,44,26-02-2019
NOLSM2611018261,2,photo_li,42.035,I,365,546.76,106.076,10,45,26-02-2019
NOLSM2621019262,3,photo_li,49.29,I,365,509.17,106.669,10,46,26-02-2019
NOLSM2631020263,3,photo_li,42.863,G,436,549.22,108.891,10,47,26-02-2019
NOLSM2641021264,3,photo_li,35.661,H,405,541.521,107.139,10,48,26-02-2019
NOLSM2651022265,3,photo_li,47.221,I,365,488.418,108.545,10,49,26-02-2019
NOLSM2661023266,3,photo_li,27.843,I,365,509.296,105.783,10,50,26-02-2019
NOLSM2671024267,3,photo_li,49.763,G,436,483.359,108.489,10,51,26-02-2019
NOLSM2681025268,3,photo_li,53.987,H,405,467.615,107.491,10,52,26-02-2019
NOLSM2691026269,3,photo_li,44.442,H,405,522.505,108.651,10,53,26-02-2019
NOLSM2701027270,3,photo_li,37.182,I,365,506.664,106.635,10,54,26-02-2019
NOLSM784301784,1,photo_li,33.419,I,365,478.63,106.083,30,28,26-02-2019
NOLSM785302785,1,photo_li,29.806,I,365,473.637,106.059,30,29,26-02-2019
NOLSM786303786,1,photo_li,24.694,I,365,474.724,105.028,30,30,26-02-2019
NOLSM787304787,1,photo_li,27.774,I,365,476.321,105.053,30,31,26-02-2019
NOLSM788305788,1,photo_li,23.196,I,365,474.334,104.697,30,32,26-02-2019
NOLSM789306789,1,photo_li,25.474,I,365,470.978,105.589,30,33,26-02-2019
NOLSM790307790,1,photo_li,32.474,I,365,482.559,105.531,30,34,26-02-2019
NOLSM791308791,1,photo_li,23.28,I,365,465.642,105.675,30,35,26-02-2019
NOLSM792309792,1,photo_li,26.13,I,365,472.762,105.026,30,36,26-02-2019
NOLSM7933010793,2,photo_li,25.252,I,365,474.542,105.109,30,37,26-02-2019
NOLSM7943011794,2,photo_li,16.863,I,365,461.4,105.119,30,38,26-02-2019
NOLSM7953012795,2,photo_li,33.163,I,365,478.497,106.038,30,39,26-02-2019
NOLSM7963013796,2,photo_li,27.45,I,365,470.408,105.989,30,40,26-02-2019
NOLSM7973014797,2,photo_li,21.918,I,365,470.267,105.03,30,41,26-02-2019
NOLSM7983015798,2,photo_li,24.929,I,365,468.539,105.178,30,42,26-02-2019
NOLSM7993016799,2,photo_li,23.964,I,365,476.357,104.632,30,43,26-02-2019
NOLSM8003017800,2,photo_li,17.483,I,365,467.074,104.482,30,44,26-02-2019
NOLSM8013018801,2,photo_li,24.19,I,365,473.322,104.514,30,45,26-02-2019
NOLSM8023019802,3,photo_li,28.003,I,365,484.377,104.522,30,46,26-02-2019
NOLSM8033020803,3,photo_li,32.571,I,365,471.127,106.557,30,47,26-02-2019
NOLSM8043021804,3,photo_li,27.001,I,365,474.712,105.431,30,48,26-02-2019
NOLSM8053022805,3,photo_li,26.405,I,365,473.305,105.487,30,49,26-02-2019
NOLSM8063023806,3,photo_li,33.584,I,365,485.04,105.565,30,50,26-02-2019
NOLSM8073024807,3,photo_li,27.444,I,365,474.416,105.548,30,51,26-02-2019
NOLSM8083025808,3,photo_li,39.593,I,365,471.247,107.904,30,52,26-02-2019
NOLSM8093026809,3,photo_li,32.371,I,365,475.791,106.102,30,53,26-02-2019
NOLSM8103027810,3,photo_li,44.268,I,365,488.862,106.709,30,54,26-02-2019
NOLSM244101,3,photo_li,26.432,I,365,509.749,107.158,10,1,26-02-2019
NOLSM245102,1,photo_li,54.979,H,405,522.991,105.169,10,2,26-02-2019
NOLSM246103,2,photo_li,55.422,I,365,508.516,108.184,10,3,26-02-2019
NOLSM247104,3,photo_li,29.244,G,436,547.841,108.25,10,4,26-02-2019
NOLSM248105,1,photo_li,50.394,I,365,547.035,107.931,10,5,26-02-2019
NOLSM249106,3,photo_li,51.27,G,436,520.716,110.015,10,6,26-02-2019
NOLSM250107,1,photo_li,51.851,H,405,541.92,108.137,10,7,26-02-2019
NOLSM251108,2,photo_li,38.047,G,436,463.791,109.986,10,8,26-02-2019
NOLSM252109,3,photo_li,37.215,I,365,487.721,107.267,10,9,26-02-2019
NOLSM2531010,1,photo_li,51.577,G,436,479.551,108.604,10,10,26-02-2019
NOLSM2541011,3,photo_li,27.992,G,436,512.787,106.226,10,11,26-02-2019
NOLSM2551012,2,photo_li,36.035,I,365,506.585,108.335,10,12,26-02-2019
NOLSM2561013,3,photo_li,31.509,G,436,536.321,107.524,10,13,26-02-2019
NOLSM2571014,1,photo_li,28.607,H,405,527.475,109.189,10,14,26-02-2019
NOLSM2581015,2,photo_li,73.546,G,436,543.897,106.833,10,15,26-02-2019
NOLSM2591016,3,photo_li,32.665,G,436,499.615,108.84,10,16,26-02-2019
NOLSM2601017,1,photo_li,41.314,H,405,515.713,107.707,10,17,26-02-2019
NOLSM2611018,2,photo_li,42.035,I,365,546.76,106.076,10,18,26-02-2019
NOLSM2621019,3,photo_li,49.29,I,365,509.17,106.669,10,19,26-02-2019
NOLSM2631020,1,photo_li,42.863,G,436,549.22,108.891,10,20,26-02-2019
NOLSM2641021,2,photo_li,35.661,H,405,541.521,107.139,10,21,26-02-2019
NOLSM2651022,3,photo_li,47.221,I,365,488.418,108.545,10,22,26-02-2019
NOLSM2661023,1,photo_li,27.843,I,365,509.296,105.783,10,23,26-02-2019
NOLSM2671024,2,photo_li,49.763,G,436,483.359,108.489,10,24,26-02-2019
NOLSM2681025,3,photo_li,53.987,H,405,467.615,107.491,10,25,26-02-2019
NOLSM2691026,1,photo_li,44.442,H,405,522.505,108.651,10,26,26-02-2019
NOLSM2701027,2,photo_li,37.182,I,365,506.664,106.635,10,27,26-02-2019
NOLSM784301,3,photo_li,33.419,I,365,478.63,106.083,30,1,26-02-2019
NOLSM785302,1,photo_li,29.806,I,365,473.637,106.059,30,2,26-02-2019
NOLSM786303,2,photo_li,24.694,I,365,474.724,105.028,30,3,26-02-2019
NOLSM787304,3,photo_li,27.774,I,365,476.321,105.053,30,4,26-02-2019
NOLSM788305,1,photo_li,23.196,I,365,474.334,104.697,30,5,26-02-2019
NOLSM789306,2,photo_li,25.474,I,365,470.978,105.589,30,6,26-02-2019
NOLSM790307,3,photo_li,32.474,I,365,482.559,105.531,30,7,26-02-2019
NOLSM791308,1,photo_li,23.28,I,365,465.642,105.675,30,8,26-02-2019
NOLSM792309,3,photo_li,26.13,I,365,472.762,105.026,30,9,26-02-2019
NOLSM7933010,1,photo_li,25.252,I,365,474.542,105.109,30,10,26-02-2019
NOLSM7943011,2,photo_li,16.863,I,365,461.4,105.119,30,11,26-02-2019
NOLSM7953012,3,photo_li,33.163,I,365,478.497,106.038,30,12,26-02-2019
NOLSM7963013,1,photo_li,27.45,I,365,470.408,105.989,30,13,26-02-2019
NOLSM7973014,2,photo_li,21.918,I,365,470.267,105.03,30,14,26-02-2019
NOLSM7983015,3,photo_li,24.929,I,365,468.539,105.178,30,15,26-02-2019
NOLSM7993016,1,photo_li,23.964,I,365,476.357,104.632,30,16,26-02-2019
NOLSM8003017,2,photo_li,17.483,I,365,467.074,104.482,30,17,26-02-2019
NOLSM8013018,3,photo_li,24.19,I,365,473.322,104.514,30,18,26-02-2019
NOLSM8023019,1,photo_li,28.003,I,365,484.377,104.522,30,19,26-02-2019
NOLSM8033020,3,photo_li,32.571,I,365,471.127,106.557,30,20,26-02-2019
NOLSM8043021,1,photo_li,27.001,I,365,474.712,105.431,30,21,26-02-2019
NOLSM8053022,2,photo_li,26.405,I,365,473.305,105.487,30,22,26-02-2019
NOLSM8063023,3,photo_li,33.584,I,365,485.04,105.565,30,23,26-02-2019
NOLSM8073024,1,photo_li,27.444,I,365,474.416,105.548,30,24,26-02-2019
NOLSM8083025,2,photo_li,39.593,I,365,471.247,107.904,30,25,26-02-2019
NOLSM8093026,3,photo_li,32.371,I,365,475.791,106.102,30,26,26-02-2019
NOLSM8103027,1,photo_li,44.268,I,365,488.862,106.709,30,27,26-02-2019
NOLSM271111271,1,photo_li,53.526,I,365,542.894,107.902,11,28,27-02-2019
NOLSM272112272,1,photo_li,48.212,I,365,508.51,105.12,11,29,27-02-2019
NOLSM273113273,1,photo_li,46.978,G,436,506.444,108.97,11,30,27-02-2019
NOLSM274114274,1,photo_li,42.556,H,405,508.79,109.151,11,31,27-02-2019
NOLSM275115275,1,photo_li,38.38,G,436,524.177,108.534,11,32,27-02-2019
NOLSM276116276,1,photo_li,25.99,G,436,534.804,106.888,11,33,27-02-2019
NOLSM277117277,1,photo_li,65.839,G,436,470.396,106.351,11,34,27-02-2019
NOLSM278118278,1,photo_li,60.483,I,365,473.291,107.404,11,35,27-02-2019
NOLSM279119279,1,photo_li,28.979,G,436,479.286,109.393,11,36,27-02-2019
NOLSM2801110280,2,photo_li,37.104,G,436,472.217,108.848,11,37,27-02-2019
NOLSM2811111281,2,photo_li,46.509,G,436,473.417,109.177,11,38,27-02-2019
NOLSM2821112282,2,photo_li,43.753,G,436,482.215,110.892,11,39,27-02-2019
NOLSM2831113283,2,photo_li,58.4,I,365,469.93,107.998,11,40,27-02-2019
NOLSM2841114284,2,photo_li,45.592,I,365,480.764,109.333,11,41,27-02-2019
NOLSM2851115285,2,photo_li,47.68,H,405,471.539,108.962,11,42,27-02-2019
NOLSM2861116286,2,photo_li,39.839,I,365,469.44,109.077,11,43,27-02-2019
NOLSM2871117287,2,photo_li,27.638,H,405,472.467,110.508,11,44,27-02-2019
NOLSM2881118288,2,photo_li,30.322,I,365,470.478,106.617,11,45,27-02-2019
NOLSM2891119289,3,photo_li,45.983,H,405,460.719,107.785,11,46,27-02-2019
NOLSM2901120290,3,photo_li,56.112,I,365,472.83,108.475,11,47,27-02-2019
NOLSM2911121291,3,photo_li,50.79,I,365,474.027,106.434,11,48,27-02-2019
NOLSM2921122292,3,photo_li,47.355,I,365,472.243,109.542,11,49,27-02-2019
NOLSM2931123293,3,photo_li,18.067,I,365,472.83,108.637,11,50,27-02-2019
NOLSM2941124294,3,photo_li,40.82,H,405,477.914,107.708,11,51,27-02-2019
NOLSM2951125295,3,photo_li,34.1,G,436,470.446,107.986,11,52,27-02-2019
NOLSM2961126296,3,photo_li,45.621,I,365,468.93,108.288,11,53,27-02-2019
NOLSM2971127297,3,photo_li,55.477,H,405,469.586,109.019,11,54,27-02-2019
NOLSM811311811,1,photo_li,26.291,I,365,462.014,106.754,31,28,27-02-2019
NOLSM812312812,1,photo_li,32.655,I,365,472.663,106.438,31,29,27-02-2019
NOLSM813313813,1,photo_li,28.188,I,365,467.154,106.453,31,30,27-02-2019
NOLSM814314814,1,photo_li,23.753,I,365,474.423,104.887,31,31,27-02-2019
NOLSM815315815,1,photo_li,34.687,I,365,477.185,106.489,31,32,27-02-2019
NOLSM816316816,1,photo_li,44.577,I,365,490.555,106.568,31,33,27-02-2019
NOLSM817317817,1,photo_li,31.605,I,365,476.248,106.04,31,34,27-02-2019
NOLSM818318818,1,photo_li,33.561,I,365,480.39,105.961,31,35,27-02-2019
NOLSM819319819,1,photo_li,25.694,I,365,472.037,105.48,31,36,27-02-2019
NOLSM8203110820,2,photo_li,24.79,I,365,477.727,104.72,31,37,27-02-2019
NOLSM8213111821,2,photo_li,31.591,I,365,482.943,105.303,31,38,27-02-2019
NOLSM8223112822,2,photo_li,33.893,I,365,493.059,104.968,31,39,27-02-2019
NOLSM8233113823,2,photo_li,35.004,I,365,485.441,105.584,31,40,27-02-2019
NOLSM8243114824,2,photo_li,30.954,I,365,487.383,104.941,31,41,27-02-2019
NOLSM8253115825,2,photo_li,28.565,I,365,471.605,105.668,31,42,27-02-2019
NOLSM8263116826,2,photo_li,27.444,I,365,479.987,104.907,31,43,27-02-2019
NOLSM8273117827,2,photo_li,26.326,I,365,469.12,105.427,31,44,27-02-2019
NOLSM8283118828,2,photo_li,33.115,I,365,483.223,105.528,31,45,27-02-2019
NOLSM8293119829,3,photo_li,22.537,I,365,470.396,105.132,31,46,27-02-2019
NOLSM8303120830,3,photo_li,27.172,I,365,473.291,105.207,31,47,27-02-2019
NOLSM8313121831,3,photo_li,34.823,I,365,479.286,106.272,31,48,27-02-2019
NOLSM8323122832,3,photo_li,30.776,I,365,472.217,106.328,31,49,27-02-2019
NOLSM8333123833,3,photo_li,33.777,I,365,473.417,106.615,31,50,27-02-2019
NOLSM8343124834,3,photo_li,48.896,I,365,482.215,108.036,31,51,27-02-2019
NOLSM8353125835,3,photo_li,36.025,I,365,469.93,107.441,31,52,27-02-2019
NOLSM8363126836,3,photo_li,39.751,I,365,480.764,107.419,31,53,27-02-2019
NOLSM8373127837,3,photo_li,31.188,I,365,471.539,106.512,31,54,27-02-2019
NOLSM271111,3,photo_li,53.526,I,365,542.894,107.902,11,1,27-02-2019
NOLSM272112,1,photo_li,48.212,I,365,508.51,105.12,11,2,27-02-2019
NOLSM273113,2,photo_li,46.978,G,436,506.444,108.97,11,3,27-02-2019
NOLSM274114,3,photo_li,42.556,H,405,508.79,109.151,11,4,27-02-2019
NOLSM275115,1,photo_li,38.38,G,436,524.177,108.534,11,5,27-02-2019
NOLSM276116,2,photo_li,25.99,G,436,534.804,106.888,11,6,27-02-2019
NOLSM277117,3,photo_li,65.839,G,436,534.333,106.351,11,7,27-02-2019
NOLSM278118,1,photo_li,60.483,I,365,498.167,107.404,11,8,27-02-2019
NOLSM279119,2,photo_li,28.979,G,436,537.426,109.393,11,9,27-02-2019
NOLSM2801110,3,photo_li,37.104,G,436,493.509,108.848,11,10,27-02-2019
NOLSM2811111,1,photo_li,46.509,G,436,539.552,109.177,11,11,27-02-2019
NOLSM2821112,2,photo_li,43.753,G,436,517.583,110.892,11,12,27-02-2019
NOLSM2831113,3,photo_li,58.4,I,365,487.158,107.998,11,13,27-02-2019
NOLSM2841114,1,photo_li,45.592,I,365,524.503,109.333,11,14,27-02-2019
NOLSM2851115,2,photo_li,47.68,H,405,490.725,108.962,11,15,27-02-2019
NOLSM2861116,3,photo_li,39.839,I,365,527.02,109.077,11,16,27-02-2019
NOLSM2871117,1,photo_li,27.638,H,405,539.192,110.508,11,17,27-02-2019
NOLSM2881118,2,photo_li,30.322,I,365,539.812,106.617,11,18,27-02-2019
NOLSM2891119,3,photo_li,45.983,H,405,500.071,107.785,11,19,27-02-2019
NOLSM2901120,1,photo_li,56.112,I,365,507.95,108.475,11,20,27-02-2019
NOLSM2911121,2,photo_li,50.79,I,365,527.145,106.434,11,21,27-02-2019
NOLSM2921122,3,photo_li,47.355,I,365,510.544,109.542,11,22,27-02-2019
NOLSM2931123,1,photo_li,18.067,I,365,545.635,108.637,11,23,27-02-2019
NOLSM2941124,3,photo_li,40.82,H,405,513.115,107.708,11,24,27-02-2019
NOLSM2951125,1,photo_li,34.1,G,436,507.65,107.986,11,25,27-02-2019
NOLSM2961126,2,photo_li,45.621,I,365,550.249,108.288,11,26,27-02-2019
NOLSM2971127,3,photo_li,55.477,H,405,513.69,109.019,11,27,27-02-2019
NOLSM811311,2,photo_li,26.291,I,365,462.014,106.754,31,1,27-02-2019
NOLSM812312,3,photo_li,32.655,I,365,472.663,106.438,31,2,27-02-2019
NOLSM813313,1,photo_li,28.188,I,365,467.154,106.453,31,3,27-02-2019
NOLSM814314,2,photo_li,23.753,I,365,474.423,104.887,31,4,27-02-2019
NOLSM815315,3,photo_li,34.687,I,365,477.185,106.489,31,5,27-02-2019
NOLSM816316,1,photo_li,44.577,I,365,490.555,106.568,31,6,27-02-2019
NOLSM817317,2,photo_li,31.605,I,365,476.248,106.04,31,7,27-02-2019
NOLSM818318,3,photo_li,33.561,I,365,480.39,105.961,31,8,27-02-2019
NOLSM819319,1,photo_li,25.694,I,365,472.037,105.48,31,9,27-02-2019
NOLSM8203110,2,photo_li,24.79,I,365,477.727,104.72,31,10,27-02-2019
NOLSM8213111,1,photo_li,31.591,I,365,482.943,105.303,31,11,27-02-2019
NOLSM8223112,3,photo_li,33.893,I,365,493.059,104.968,31,12,27-02-2019
NOLSM8233113,1,photo_li,35.004,I,365,485.441,105.584,31,13,27-02-2019
NOLSM8243114,2,photo_li,30.954,I,365,487.383,104.941,31,14,27-02-2019
NOLSM8253115,3,photo_li,28.565,I,365,471.605,105.668,31,15,27-02-2019
NOLSM8263116,1,photo_li,27.444,I,365,479.987,104.907,31,16,27-02-2019
NOLSM8273117,3,photo_li,26.326,I,365,469.12,105.427,31,17,27-02-2019
NOLSM8283118,1,photo_li,33.115,I,365,483.223,105.528,31,18,27-02-2019
NOLSM8293119,2,photo_li,22.537,I,365,470.396,105.132,31,19,27-02-2019
NOLSM8303120,3,photo_li,27.172,I,365,473.291,105.207,31,20,27-02-2019
NOLSM8313121,1,photo_li,34.823,I,365,479.286,106.272,31,21,27-02-2019
NOLSM8323122,2,photo_li,30.776,I,365,472.217,106.328,31,22,27-02-2019
NOLSM8333123,3,photo_li,33.777,I,365,473.417,106.615,31,23,27-02-2019
