No_Die,Lot_Num,Wafer_Num,Datetime,Ox_Chamber,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target
NOLSM3681417368,14,44,02-03-2019,2,wet,1081.35277,41.58,0.213,214,701.383,2,1.18246,13.788,15.016,20,204.524,90.001,507.183,4029.12,5086.284,5.036,92.352,30.006,2,33.691,405,541.227,108.846,2,298,1564,3652,5724,70.48,50.721,0.988,2,1.22E+16,1.13E+17,1.38E+17,3.00E+17,6.00E+17,32166.592,102.54,911,153,84
NOLSM3691418369,14,45,02-03-2019,2,wet,1119.390949,40.55,0.214,152,720.58,2,1.22609,18.771,15.05,20.003,204.897,89.999,501.286,3971.194,4934.74,5.099,92.718,29.999,2,32.647,436,508.153,109.164,3,467,1532,3657,5731,71.519,49.98,1.066,3,1.18E+16,1.14E+17,1.38E+17,2.99E+17,6.00E+17,32602.428,104.079,917,160,30
NOLSM3701419370,14,46,02-03-2019,2,dry,1059.09193,32.73,0.203,104,710.123,2,1.81419,20.701,15.026,19.999,200.324,90.001,503.396,4035.394,5084.315,5.053,92.956,29.992,3,56.475,405,479.665,106.777,1,310,1377,3641,5732,71.071,50.758,1.035,1,6.75E+15,9.89E+16,2.11E+17,3.00E+17,6.00E+17,31126.822,103.831,894,156,48
NOLSM3711420371,14,47,02-03-2019,2,dry,1048.341956,36.93,0.227,75,707.342,2,1.89693,11.253,15.009,19.999,200.37,90.001,501.423,3952.67,5002.849,4.951,89.927,29.99,3,17.852,436,471.726,111.519,2,273,1489,3650,5722,71.294,50.009,1.012,2,1.49E+16,3.52E+16,1.38E+17,3.01E+17,6.00E+17,31795.543,104.113,875,154,15
NOLSM3721421372,14,48,02-03-2019,2,dry,1061.213261,36.8,0.224,118,699.524,2,1.72027,15.286,15.075,20.004,199.046,90.001,501.079,3972.34,5074.901,5.032,92.197,30.006,3,43.094,365,537.083,107.613,3,582,1576,3668,5746,69.354,50.718,1.02,3,6.75E+15,1.08E+17,1.38E+17,3.01E+17,6.00E+17,31209.028,103.854,884,156,184
NOLSM3731422373,14,49,02-03-2019,2,wet,1234.4456,35.97,0.203,127,689.684,2,0.96161,12.463,14.995,20.003,195.75,90,501.572,4017.144,5009.249,5.019,92.601,30.007,3,55.39,405,518.087,107.484,1,427,1548,3666,5689,70.906,50.855,1.037,1,2.98E+15,8.43E+16,1.38E+17,3.01E+17,6.00E+17,30954.031,99.555,895,155,84
NOLSM3741423374,14,50,02-03-2019,2,wet,1141.416407,38.57,0.214,100,699.636,2,1.48912,19.767,14.994,20.011,203.761,90,497.102,4072.913,4976.357,5.107,92.525,30.003,3,33.589,436,525.359,106.322,2,469,1460,3691,5703,69.792,51.891,1.01,2,1.58E+16,9.95E+16,1.38E+17,3.02E+17,6.00E+17,31265.102,101.988,916,150,120
NOLSM3751424375,14,51,02-03-2019,2,dry,1275.211613,23.7,0.216,156,715.142,2,0.94868,16.029,15.102,19.996,203.281,90,500.154,4084.939,4888.342,4.969,89.185,30.007,3,39.028,436,510.969,106.311,3,470,1495,3669,5715,70.904,51.018,1.038,3,6.41E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32267.154,104.109,907,155,215
NOLSM3761425376,14,52,02-03-2019,2,wet,1064.818618,33.22,0.193,117,726.612,2,0.83591,17.587,14.946,19.999,205.722,90.001,501.394,4045.078,4953.646,4.98,93.687,29.989,3,36.623,436,496.314,112.069,1,310,1449,3634,5711,71.924,50.918,1.004,1,1.54E+16,5.38E+16,2.17E+17,3.03E+17,6.00E+17,31799.934,104.071,917,150,74
NOLSM3771426377,14,53,02-03-2019,2,wet,1096.840945,31.04,0.194,128,710.886,2,1.36943,16.445,15.017,19.995,200.63,90,496.487,4010.176,4883.349,5.029,92.148,30.005,3,44.947,405,512.789,111.526,2,18,1527,3701,5702,70.794,50.944,1.026,2,1.23E+16,8.84E+16,1.38E+17,2.99E+17,6.00E+17,32222.227,104.658,893,157,83
NOLSM3781427378,14,54,02-03-2019,2,wet,1015.972338,33.45,0.211,168,714.473,2,1.92633,14.419,14.995,19.994,199.008,90.001,501.655,4000.075,5049.738,5.036,92.629,30.001,3,50.402,365,529.001,107.578,3,267,1377,3645,5695,71.566,50.723,1.047,3,3.41E+15,1.26E+17,1.38E+17,3.01E+17,6.00E+17,32130.349,102.474,900,157,75
NOLSM352141,14,1,02-03-2019,1,wet,1002.158831,44.83,0.204,136,709.929,1,1.15412,15.735,15.038,19.997,196.472,90.001,500.239,4114.543,5041.776,5.064,89.556,29.998,1,27.462,436,521.612,108.679,3,166,1518,3663,5700,71.259,51.068,1.033,3,1.09E+16,4.12E+16,1.38E+17,3.03E+17,6.00E+17,31292.665,100.718,899,151,90
NOLSM353142,14,2,02-03-2019,1,dry,1087.566152,32.51,0.206,187,711.48,1,0.89269,11.919,15.163,19.993,199.099,89.999,502.524,4101.984,4993.428,4.975,91.388,29.995,2,44.609,405,526.271,106.244,2,355,1605,3665,5711,71.105,51.201,1.023,2,1.14E+16,7.25E+16,1.38E+17,2.99E+17,6.00E+17,32015.142,103.175,874,155,117
NOLSM354143,14,3,02-03-2019,1,wet,1005.152775,32.99,0.205,86,704.277,1,1.4453,15.074,14.927,20.003,198.167,90,500.916,4020.285,4885.56,5.004,90.966,30.002,3,29.386,365,543.086,109.029,1,341,1635,3640,5699,71.861,49.342,1.036,1,1.62E+16,8.58E+16,1.38E+17,3.01E+17,6.00E+17,30828.379,102.963,882,158,180
NOLSM355144,14,4,02-03-2019,1,dry,1125.847158,24.63,0.219,73,703.992,2,0.976,16.041,15.184,20.002,201.002,90,501.131,4034.549,5029.16,4.924,88.854,30.001,1,56.894,365,513.425,109.311,1,304,1499,3654,5712,72.316,51.908,1.037,1,1.24E+16,1.50E+17,1.38E+17,2.99E+17,6.00E+17,32525.804,102.767,926,156,88
NOLSM356145,14,5,02-03-2019,1,dry,1107.490734,32.07,0.201,73,722.297,2,1.63851,15.929,14.935,19.999,199.47,90.001,503.194,4040.679,4989.254,4.871,91.973,30.014,2,61.517,405,544.004,105.044,2,443,1421,3625,5707,71.392,51.661,1.014,2,1.54E+16,4.30E+16,1.38E+17,3.02E+17,6.00E+17,31584.1,102.448,925,156,95
NOLSM357146,14,6,02-03-2019,1,wet,1205.923968,36.97,0.193,160,706.977,2,1.44384,12.411,14.838,20.003,202.924,90,508.904,4068.631,5066.833,4.981,92.494,29.991,3,26.046,365,521.06,108.97,3,680,1517,3663,5711,71.161,52.149,1.045,3,1.65E+16,1.26E+17,1.38E+17,3.00E+17,6.00E+17,31743.858,104.18,914,156,218
NOLSM358147,14,7,02-03-2019,1,dry,1038.629938,35.62,0.214,136,687.846,3,1.20187,14.619,15.22,19.995,200.215,90,501.318,4003.644,5042.424,4.991,93.321,29.998,2,43.331,405,527.072,108.099,2,485,1505,3677,5699,70.423,52.148,1.033,2,7.24E+15,1.96E+17,1.38E+17,2.96E+17,6.00E+17,32590.44,106.173,915,154,161
NOLSM359148,14,8,02-03-2019,1,wet,1091.609203,35.15,0.211,32,703.879,3,0.81159,23.573,14.935,19.999,199.296,90,497.313,4011.264,5048.689,4.971,92.586,30.008,3,22.994,436,528.805,107.31,1,489,1657,3669,5743,68.866,50.065,1.004,1,9.91E+15,6.10E+16,1.66E+17,3.02E+17,6.00E+17,32202.196,103.67,882,153,145
NOLSM360149,14,9,02-03-2019,2,dry,1006.213827,41.81,0.195,146,708.76,1,2.07859,14.626,15.012,19.998,200.903,90.001,499.243,4016.503,4929.412,4.942,90.423,29.999,1,59.329,405,529.451,107.358,1,418,1583,3651,5709,70.639,51.593,1.005,1,1.38E+16,1.09E+17,1.38E+17,3.00E+17,6.00E+17,31167.976,104.326,888,159,151
NOLSM3611410,14,10,02-03-2019,2,wet,1162.223804,32.99,0.221,90,699.764,1,1.44358,20.181,15.014,19.992,197.129,89.999,503.782,4058.777,5081.64,4.92,91.662,30.003,2,24.228,405,476.574,108.983,2,405,1572,3630,5693,70.747,50.321,1.025,2,1.79E+16,8.57E+16,1.38E+17,3.00E+17,6.00E+17,30598.176,102.716,860,155,110
NOLSM3621411,14,11,02-03-2019,2,wet,1054.550286,29.68,0.186,95,703.084,1,0.71546,18.517,14.955,20,194.871,90.001,501.948,3993.512,5052.778,4.827,95.818,29.997,3,53.648,405,527.294,106.787,3,381,1485,3671,5722,70.321,52.238,1.011,3,1.07E+16,9.57E+16,2.49E+17,3.01E+17,6.00E+17,32095.533,103.37,902,155,93
NOLSM3631412,14,12,02-03-2019,2,dry,1104.847576,30.09,0.195,115,697.441,2,0.43355,15.859,15.007,20.003,200.988,90,499.28,4077.424,4922.209,5.069,94.12,30.004,1,33.961,436,527.222,105.326,3,203,1615,3659,5709,70.86,51.687,1.044,3,1.44E+16,5.22E+16,1.38E+17,2.99E+17,6.00E+17,31074.084,101.302,893,155,76
NOLSM3641413,14,13,02-03-2019,2,wet,1105.258786,45.75,0.211,56,709.507,2,1.64049,19.567,14.926,20.002,198.279,90.001,500.637,4114.82,4978.139,5.026,96.346,30.005,2,48.94,405,500.856,107.066,2,446,1422,3639,5699,69.133,50.789,1.004,2,1.00E+16,1.31E+17,1.38E+17,3.00E+17,6.00E+17,31732.45,104.196,912,153,65
NOLSM3651414,14,14,02-03-2019,2,wet,1176.540075,21.07,0.213,107,709.609,2,1.42928,15.652,14.993,20.01,198.93,90.001,499.941,3983.69,5152.543,5.017,91.356,29.995,3,40.812,436,489.18,107.391,1,125,1395,3642,5737,69.702,50.383,1.068,1,8.19E+15,7.54E+16,1.38E+17,2.99E+17,6.00E+17,31559.581,101.5,909,154,53
NOLSM3661415,14,15,02-03-2019,2,wet,1028.788203,32.17,0.211,44,714.056,3,0.55004,16.187,14.968,19.999,194.99,90.001,504.54,4009.363,4975.303,4.894,92.106,30.007,1,38.259,436,539.594,106.346,1,443,1532,3670,5712,70.583,50.799,1.018,1,8.24E+15,1.24E+16,1.38E+17,3.00E+17,6.00E+17,31251.253,101.809,906,155,127
NOLSM3671416,14,16,02-03-2019,2,dry,1123.465862,29.66,0.211,99,721.666,3,1.59194,15.266,15.02,20.001,196.546,89.999,496.005,4023.505,5114.927,5.079,92.607,30.005,2,59.087,365,572.47,109.009,2,473,1341,3657,5714,70.414,51.688,1.034,2,8.27E+15,7.79E+16,1.38E+17,3.00E+17,6.00E+17,31364.131,103.785,906,155,202
NOLSM3681417,14,17,02-03-2019,2,wet,1064.703459,41.58,0.213,214,701.383,3,1.74268,17.671,15.016,20,204.524,90.001,499.323,3945.323,5086.284,5.036,92.352,30.006,3,33.691,405,541.227,108.846,3,298,1564,3652,5724,70.48,50.721,0.988,3,1.22E+16,1.13E+17,1.38E+17,3.00E+17,6.00E+17,32166.592,102.54,911,153,84
NOLSM3691418,14,18,02-03-2019,3,wet,1103.982904,40.55,0.214,152,720.58,1,1.21401,11.039,15.05,20.003,204.897,89.999,504.316,3963.253,4934.74,5.099,92.718,29.999,1,32.647,436,508.153,109.164,3,467,1532,3657,5731,71.519,49.98,1.066,3,1.18E+16,1.14E+17,1.38E+17,2.99E+17,6.00E+17,32602.428,104.079,917,160,272
NOLSM3701419,14,19,02-03-2019,3,dry,1053.915797,32.73,0.203,104,710.123,1,1.14974,16.201,15.026,19.999,200.324,90.001,499.187,3951.412,5084.315,5.053,92.956,29.992,2,56.475,405,479.665,106.777,2,310,1377,3641,5732,71.071,50.758,1.035,2,6.75E+15,9.89E+16,2.11E+17,3.00E+17,6.00E+17,31126.822,103.831,894,156,76
NOLSM3711420,14,20,02-03-2019,3,dry,1028.348608,36.93,0.227,75,707.342,1,1.94708,13.677,15.009,19.999,200.37,90.001,497.169,4033.769,5002.849,4.951,89.927,29.99,3,17.852,436,471.726,111.519,1,273,1489,3650,5722,71.294,50.009,1.012,1,1.49E+16,3.52E+16,1.38E+17,3.01E+17,6.00E+17,31795.543,104.113,875,154,95
NOLSM3721421,14,21,02-03-2019,3,dry,1046.235499,36.8,0.224,118,699.524,2,0.52209,14.114,15.075,20.004,199.046,90.001,500.705,4020.946,5074.901,5.032,92.197,30.006,1,43.094,365,537.083,107.613,1,582,1576,3668,5746,69.354,50.718,1.02,1,6.75E+15,1.08E+17,1.38E+17,3.01E+17,6.00E+17,31209.028,103.854,884,156,184
NOLSM3731422,14,22,02-03-2019,3,wet,1219.387124,35.97,0.203,127,689.684,2,1.94749,15.49,14.995,20.003,195.75,90,504.863,4009.634,5009.249,5.019,92.601,30.007,2,55.39,405,518.087,107.484,2,427,1548,3666,5689,70.906,50.855,1.037,2,2.98E+15,8.43E+16,1.38E+17,3.01E+17,6.00E+17,30954.031,99.555,895,155,84
NOLSM3741423,14,23,02-03-2019,3,wet,1139.572945,38.57,0.214,100,699.636,3,1.31097,15.798,14.994,20.011,203.761,90,499.691,4005.473,4976.357,5.107,92.525,30.003,1,33.589,436,525.359,106.322,3,469,1460,3691,5703,69.792,51.891,1.01,3,1.58E+16,9.95E+16,1.38E+17,3.02E+17,6.00E+17,31265.102,101.988,916,150,120
NOLSM3751424,14,24,02-03-2019,3,dry,1268.921933,23.7,0.216,156,715.142,3,1.3299,14.76,15.102,19.996,203.281,90,499.201,4011.123,4888.342,4.969,89.185,30.007,3,39.028,436,510.969,106.311,1,470,1495,3669,5715,70.904,51.018,1.038,1,6.41E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32267.154,104.109,907,155,215
NOLSM3761425,14,25,02-03-2019,1,wet,1050.490445,33.22,0.193,117,726.612,1,1.46602,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989,1,36.623,436,496.314,112.069,1,310,1449,3634,5711,71.924,50.918,1.004,1,1.54E+16,5.38E+16,2.17E+17,3.03E+17,6.00E+17,31799.934,104.071,917,150,74
NOLSM3771426,14,26,02-03-2019,1,wet,1080.087128,31.04,0.194,128,710.886,1,0.61556,16.103,15.017,19.995,200.63,90,502.327,3984.715,4883.349,5.029,92.148,30.005,2,44.947,405,512.789,111.526,2,18,1527,3701,5702,70.794,50.944,1.026,2,1.23E+16,8.84E+16,1.38E+17,2.99E+17,6.00E+17,32222.227,104.658,893,157,83
NOLSM3781427,14,27,02-03-2019,1,wet,998.8926561,33.45,0.211,168,714.473,1,0.72735,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001,3,50.402,365,529.001,107.578,3,267,1377,3645,5695,71.566,50.723,1.048,3,3.41E+15,1.26E+17,1.38E+17,3.01E+17,6.00E+17,32130.349,102.474,900,157,75
NOLSM379151379,15,28,03-03-2019,2,dry,1102.562862,39.27,0.217,135,687.582,3,1.41846,13.457,14.976,20.002,204.335,90,495.986,4099.44,4950.89,5.097,92.703,30.002,1,42.835,365,548.796,106.907,1,363,1506,3640,5706,71.94,51.431,1.048,1,2.88E+15,1.20E+16,1.38E+17,3.01E+17,6.00E+17,32241.562,102.059,912,156,70
NOLSM380152380,15,29,03-03-2019,2,dry,1091.295197,35.16,0.216,93,715.034,3,0.67979,15.465,15.088,20.001,198.499,89.999,500.442,4023.089,5061.575,5.09,94.048,29.991,1,45.173,405,533.002,109.443,2,425,1525,3662,5722,70.082,51.207,1.048,2,8.14E+15,1.65E+17,2.54E+17,3.01E+17,6.00E+17,32695.351,100.52,893,158,107
NOLSM381153381,15,30,03-03-2019,2,wet,1144.147525,31.99,0.22,103,695.458,3,0.73422,16.149,15.099,20,200.086,90,502.263,4100.556,4995.798,5.018,94.479,29.995,1,56.223,365,526.859,108.358,3,309,1465,3664,5723,71.146,50.255,1.047,3,1.42E+16,9.77E+16,1.38E+17,2.99E+17,6.00E+17,32457.98,103.259,894,152,77
NOLSM382154382,15,31,03-03-2019,2,wet,970.1973454,45.08,0.205,87,705.094,3,1.81419,15.371,14.875,19.994,199.382,90.001,503.423,4028.083,4922.502,5.175,93.882,30.005,1,50.152,365,510.635,108.664,1,285,1596,3660,5741,69.262,50.687,1.047,1,1.23E+16,9.70E+16,1.38E+17,3.01E+17,6.00E+17,32385.463,100.834,901,155,89
NOLSM383155383,15,32,03-03-2019,2,wet,976.9096318,43.66,0.22,103,706.963,3,1.89693,17.047,15.004,20.001,201.67,90,498.509,4018.664,5123.695,4.903,90.418,29.997,1,45.961,405,497.687,108.858,2,306,1627,3670,5722,69.822,51.237,1.046,2,1.78E+16,6.64E+16,1.38E+17,3.00E+17,6.00E+17,32928.823,104.711,885,153,138
NOLSM384156384,15,33,03-03-2019,2,dry,1134.496155,26.92,0.196,121,726.396,3,1.72027,17.544,14.916,19.994,204.08,89.998,495.402,4071.649,5006.693,4.964,93.432,29.996,1,49.155,436,545.411,109.447,3,448,1648,3654,5725,71.021,51.969,1.047,3,5.99E+15,1.35E+17,1.38E+17,2.99E+17,6.00E+17,32507.472,103.749,907,153,154
NOLSM385157385,15,34,03-03-2019,2,wet,1172.764268,31.95,0.202,115,712.17,3,0.96161,14.894,15.036,19.998,199.805,90.001,494.517,4144.454,5026.875,4.855,92.454,29.998,1,36.855,405,549.877,107.83,1,463,1247,3632,5726,70.563,52.148,1.051,1,9.96E+15,5.89E+16,1.38E+17,3.01E+17,6.00E+17,31557.692,99.555,897,154,62
NOLSM386158386,15,35,03-03-2019,2,dry,983.9886844,38.88,0.212,129,715.453,3,1.48912,16.547,14.902,20.001,202.474,90.001,498.307,4044.066,4870.596,4.901,90.264,30.001,1,30.556,405,500.373,108.374,2,250,1325,3688,5692,69.103,51.668,1.052,2,7.06E+15,1.19E+17,1.38E+17,3.00E+17,6.00E+17,32314.849,102.377,916,153,125
NOLSM387159387,15,36,03-03-2019,2,dry,1087.631531,32.8,0.202,118,710.526,3,0.94868,17.035,15.011,19.997,200.748,90.001,505.859,3959.744,5034.989,5.007,92.187,30.006,1,40.801,405,530.116,108.501,3,362,1709,3653,5732,70.774,51.67,1.053,3,1.17E+16,5.23E+16,1.38E+17,3.01E+17,6.00E+17,32704.56,104.585,911,153,129
NOLSM3881510388,15,37,03-03-2019,2,dry,1158.468349,31.86,0.204,149,703.333,3,0.83591,16.608,14.97,20.005,200.693,90,502.416,3949.569,4999.225,5.083,89.245,30.009,2,24.677,405,500.466,105.36,1,348,1468,3649,5715,70.769,50.224,1.056,1,8.72E+15,1.38E+17,1.38E+17,3.01E+17,6.00E+17,32148.267,104.398,896,158,85
NOLSM3891511389,15,38,03-03-2019,2,dry,977.3231836,39.51,0.201,71,704.586,3,1.36943,20.397,14.917,20.001,200.197,90.001,502.749,4035.688,5015.675,5.035,90.886,30.01,2,29.033,436,492.319,108.251,2,460,1466,3686,5714,69.021,50.178,1.016,2,1.15E+16,1.52E+17,1.38E+17,3.00E+17,6.00E+17,32153.409,102.027,911,156,132
NOLSM3901512390,15,39,03-03-2019,2,dry,1003.085933,32.88,0.207,86,711.111,3,1.92633,16.973,15.039,19.999,200.635,90,502.125,3939.275,5034.262,5.012,91.989,29.994,2,37.352,405,554.659,108.363,3,263,1390,3660,5706,71.792,49.794,1.024,3,1.46E+16,2.69E+16,1.38E+17,3.00E+17,6.00E+17,32034.212,107.376,878,156,95
NOLSM3911513391,15,40,03-03-2019,2,wet,1120.829635,38.11,0.211,157,707.715,3,1.41846,13.518,15.109,19.993,199.632,89.999,499.319,3999.733,4981.02,5.03,93.257,30.004,2,55.804,436,483.726,109.701,1,498,1561,3632,5724,70.101,50.718,1.027,1,9.50E+15,1.14E+17,1.38E+17,3.03E+17,6.00E+17,30966.612,105.285,903,152,117
NOLSM3921514392,15,41,03-03-2019,2,wet,951.2067666,39.93,0.199,74,717.885,3,0.67979,15.955,15.018,19.995,206.842,89.999,505.745,3979.526,4978.657,5.007,90.466,30.008,2,49.652,365,538.94,106.935,2,192,1665,3671,5729,70.711,51.041,1.011,2,1.11E+16,1.46E+17,1.38E+17,3.00E+17,6.00E+17,31509.217,104.176,884,154,110
NOLSM3931515393,15,42,03-03-2019,2,wet,1047.61023,35.63,0.218,112,713.608,3,0.73422,15.675,14.976,19.994,202.786,90.001,494.887,4095.857,4958.651,4.905,92.047,30.001,2,45.387,405,540.042,107.838,3,387,1573,3631,5718,71.779,51.067,1.015,3,1.15E+16,9.13E+16,1.38E+17,3.03E+17,6.00E+17,31497.31,105.043,906,152,88
NOLSM3941516394,15,43,03-03-2019,2,dry,1143.152743,28.6,0.194,103,712.692,3,0.94868,15.554,14.97,20.004,195.963,89.999,504.231,4043.758,4926.446,5.027,91.822,29.997,2,31.283,365,525.219,107.912,1,450,1526,3642,5733,70.586,51.288,0.999,1,2.01E+16,1.58E+17,1.38E+17,3.01E+17,6.00E+17,30883.8,100.728,906,150,55
NOLSM3951517395,15,44,03-03-2019,2,wet,1025.049013,34.58,0.212,198,714.415,3,1.26436,14.521,14.928,20,198.182,90,500.053,3977.556,5105.645,5.001,91.144,30.007,2,46.514,436,506.17,107.899,2,371,1481,3666,5727,70.171,51.049,1.041,2,7.30E+15,1.79E+17,1.38E+17,3.00E+17,6.00E+17,32548.685,101.805,913,153,118
NOLSM3961518396,15,45,03-03-2019,2,wet,1253.373821,34.95,0.212,22,715.404,3,1.8256,15.932,15.079,19.994,200.311,90.001,500.402,4040.937,5036.638,4.885,92.019,30.013,2,37.378,436,526.174,107.429,3,277,1588,3700,5720,71.033,51.23,1.033,3,1.34E+16,8.04E+16,1.38E+17,3.01E+17,6.00E+17,32096.824,102.901,889,154,159
NOLSM3971519397,15,46,03-03-2019,2,wet,1099.451037,32.59,0.206,87,713.132,3,1.10259,12.731,14.968,19.997,200.34,90.001,494.976,4012.77,5035.87,5.037,93.691,30,3,33.004,405,514.699,109.571,1,359,1441,3675,5716,71.137,50.344,1.045,1,8.72E+15,5.58E+16,1.38E+17,3.00E+17,6.00E+17,31876.775,103.409,900,156,127
NOLSM3981520398,15,47,03-03-2019,2,wet,1103.383281,38.02,0.208,66,714.295,3,1.83466,15.444,15.001,19.996,196.437,89.999,499.243,4065.392,5054.543,4.935,90.95,29.991,3,41.801,365,476.826,106.082,2,343,1441,3660,5708,71.234,51.012,1.014,2,1.62E+16,5.10E+16,1.38E+17,2.99E+17,6.00E+17,31373.265,103.899,911,154,69
NOLSM3991521399,15,48,03-03-2019,2,dry,1108.161705,33.81,0.212,118,710.114,3,1.32112,11.805,15.081,20.005,199.032,89.999,501.188,4086.597,4924.687,4.915,89.285,29.998,3,25.265,365,516.324,108.213,3,261,1402,3661,5699,71.249,49.957,1.025,3,1.08E+16,7.93E+16,1.38E+17,2.98E+17,6.00E+17,32270.885,102.841,903,157,93
NOLSM4001522400,15,49,03-03-2019,2,dry,1259.283449,29.05,0.207,177,710.617,3,0.43567,17.367,15.058,20.005,198.274,90.002,493.336,4080.489,5064.639,5.125,89.914,30.015,3,51.723,365,516.223,107.833,1,244,1509,3647,5706,71.169,50.752,1.056,1,1.44E+16,1.29E+17,1.38E+17,2.99E+17,6.00E+17,32062.372,104.328,885,152,88
NOLSM4011523401,15,50,03-03-2019,2,dry,1203.920834,49.91,0.203,70,711.632,3,0.60662,16.09,14.84,20.001,200.855,90,498.381,4061.964,5037.031,4.973,92.887,29.998,3,45.432,405,494.743,107.334,2,218,1576,3651,5690,71.153,50.726,1.036,2,1.73E+16,9.95E+16,6.12E+16,3.00E+17,6.00E+17,32374.895,104.18,898,155,79
NOLSM4021524402,15,51,03-03-2019,2,dry,1051.65323,32.47,0.215,145,710.084,3,1.24908,19.026,15.014,20.001,201.824,90,501.805,4021.992,4937.455,5.048,92.212,29.999,3,39.255,436,528.74,106.719,3,315,1709,3644,5720,71.196,50.504,1.028,3,8.72E+15,1.00E+17,1.38E+17,2.98E+17,6.00E+17,31438.723,104.829,908,148,92
NOLSM4031525403,15,52,03-03-2019,2,wet,1186.644888,32.82,0.207,74,715.033,3,2.39432,18.891,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,3,41.238,405,519.44,109.177,1,417,1468,3638,5732,71.174,50.557,1.015,1,7.30E+15,1.13E+17,1.38E+17,3.00E+17,6.00E+17,32297.342,102.555,893,152,60
NOLSM4041526404,15,53,03-03-2019,2,wet,926.4656786,36.66,0.192,75,707.538,3,1.11835,13.788,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,3,58.745,365,461.885,104.821,2,172,1466,3643,5736,71.287,51.336,1.009,2,1.82E+16,6.32E+16,1.38E+17,3.01E+17,6.00E+17,31153.753,103.587,927,154,54
NOLSM4051527405,15,54,03-03-2019,2,dry,1190.76007,35.44,0.211,108,700.719,3,1.3273,18.771,14.968,19.996,200.435,90,501.817,4078.065,4942.679,5.037,92.228,29.998,3,30.214,436,491.186,109.592,3,285,1390,3669,5729,71.17,50.912,1.046,3,1.30E+16,1.49E+17,1.38E+17,3.02E+17,6.00E+17,32181.305,104.43,906,156,91
NOLSM379151,15,1,03-03-2019,1,dry,1083.983412,39.27,0.217,135,687.582,2,1.39488,13.457,14.976,20.002,204.335,90,500.084,4099.44,4950.89,5.097,92.703,30.002,1,42.835,365,548.796,106.907,3,363,1506,3640,5706,71.94,51.431,1.022,3,2.88E+15,1.20E+16,1.38E+17,3.01E+17,6.00E+17,32241.562,102.059,912,156,70
NOLSM380152,15,2,03-03-2019,1,dry,1086.566187,35.16,0.216,93,715.034,2,1.67084,15.465,15.088,20.001,198.499,89.999,497.564,4023.089,5061.575,5.09,94.048,29.991,2,45.173,405,533.002,109.443,2,425,1525,3662,5722,70.082,51.207,1.012,2,8.14E+15,1.65E+17,2.54E+17,3.01E+17,6.00E+17,32695.351,100.52,893,158,107
NOLSM381153,15,3,03-03-2019,1,wet,1134.145559,31.99,0.22,103,695.458,2,1.14555,16.149,15.099,20,200.086,90,503.137,4100.556,4995.798,5.018,94.479,29.995,3,56.223,365,526.859,108.358,1,309,1465,3664,5723,71.146,50.255,1.055,1,1.42E+16,9.77E+16,1.38E+17,2.99E+17,6.00E+17,32457.98,103.259,894,152,77
NOLSM382154,15,4,03-03-2019,1,wet,965.9786545,45.08,0.205,87,705.094,3,1.08432,15.371,14.875,19.994,199.382,90.001,500.042,4028.083,4922.502,5.175,93.882,30.005,1,50.152,365,510.635,108.664,1,285,1596,3660,5741,69.262,50.687,1.033,1,1.23E+16,9.70E+16,1.38E+17,3.01E+17,6.00E+17,32385.463,100.834,901,155,89
NOLSM383155,15,5,03-03-2019,1,wet,973.956033,43.66,0.22,103,706.963,3,1.3867,17.047,15.004,20.001,201.67,90,503,4018.664,5123.695,4.903,90.418,29.997,3,45.961,405,497.687,108.858,3,306,1627,3670,5722,69.822,51.237,1.031,3,1.78E+16,6.64E+16,1.38E+17,3.00E+17,6.00E+17,32928.823,104.711,885,153,138
NOLSM384156,15,6,03-03-2019,2,dry,1130.769716,26.92,0.196,121,726.396,1,1.41685,17.544,14.916,19.994,204.08,89.998,502.353,4071.649,5006.693,4.964,93.432,29.996,1,49.155,436,545.411,109.447,3,448,1648,3654,5725,71.021,51.969,1.054,3,5.99E+15,1.35E+17,1.38E+17,2.99E+17,6.00E+17,32507.472,103.749,907,153,154
