,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
902,NOLSM6602512660,3,Etching,459.0,1534.0,3672.0,5741.0,72.27,51.723,1.043,25,39,21-02-2019
903,NOLSM6612513661,1,Etching,405.0,1624.0,3687.0,5744.0,72.39,51.761,1.044,25,40,21-02-2019
904,NOLSM6622514662,2,Etching,361.0,1466.0,3677.0,5707.0,72.461,51.858999999999995,1.046,25,41,21-02-2019
905,NOLSM6632515663,3,Etching,360.0,1734.0,3676.0,5742.0,72.387,51.903999999999996,1.048,25,42,21-02-2019
906,NOLSM6642516664,1,Etching,512.0,1547.0,3683.0,5726.0,72.259,51.64,1.041,25,43,21-02-2019
907,NOLSM6652517665,2,Etching,350.0,1509.0,3674.0,5750.0,72.14699999999999,51.659,1.041,25,44,21-02-2019
908,NOLSM6662518666,3,Etching,368.0,1514.0,3671.0,5707.0,71.99,51.402,1.035,25,45,21-02-2019
909,NOLSM6672519667,1,Etching,358.0,1512.0,3676.0,5735.0,71.96,51.656000000000006,1.041,25,46,21-02-2019
910,NOLSM6682520668,2,Etching,351.0,1366.0,3668.0,5750.0,71.949,51.897,1.047,25,47,21-02-2019
911,NOLSM6692521669,3,Etching,287.0,1476.0,3664.0,5710.0,71.995,51.695,1.042,25,48,21-02-2019
912,NOLSM6702522670,1,Etching,235.0,1505.0,3666.0,5744.0,71.763,51.81399999999999,1.045,25,49,21-02-2019
913,NOLSM6712523671,2,Etching,599.0,1647.0,3700.0,5707.0,71.80199999999999,51.832,1.046,25,50,21-02-2019
914,NOLSM6722524672,3,Etching,133.0,1709.0,3654.0,5727.0,71.77,51.836000000000006,1.046,25,51,21-02-2019
915,NOLSM6732525673,1,Etching,190.0,1468.0,3660.0,5712.0,71.85600000000001,52.06100000000001,1.052,25,52,21-02-2019
916,NOLSM6742526674,2,Etching,170.0,1466.0,3659.0,5743.0,71.906,52.033,1.051,25,53,21-02-2019
917,NOLSM6752527675,3,Etching,239.0,1390.0,3666.0,5733.0,71.859,52.073,1.052,25,54,21-02-2019
918,NOLSM10951,3,Etching,431.0,1761.0,3654.0,5713.0,71.672,50.522,1.038,5,1,21-02-2019
919,NOLSM11052,2,Etching,542.0,1508.0,3672.0,5703.0,70.494,50.114,1.028,5,2,21-02-2019
920,NOLSM11153,1,Etching,139.0,1558.0,3663.0,5722.0,68.85,51.053000000000004,1.064,5,3,21-02-2019
921,NOLSM11254,1,Etching,478.0,1358.0,3670.0,5704.0,69.60600000000001,51.317,1.048,5,4,21-02-2019
922,NOLSM11355,2,Etching,489.0,1552.0,3662.0,5702.0,70.172,51.528,1.034,5,5,21-02-2019
923,NOLSM11456,3,Etching,551.0,1507.0,3699.0,5684.0,70.712,51.122,1.044,5,6,21-02-2019
924,NOLSM11557,3,Etching,315.0,1560.0,3688.0,5742.0,70.795,51.131,1.035,5,7,21-02-2019
925,NOLSM11658,2,Etching,121.0,1605.0,3671.0,5717.0,69.468,51.951,1.0190000000000001,5,8,21-02-2019
926,NOLSM11759,1,Etching,289.0,1662.0,3672.0,5712.0,71.293,51.856,1.0070000000000001,5,9,21-02-2019
927,NOLSM118510,1,Etching,421.0,1464.0,3691.0,5699.0,69.722,50.873999999999995,1.042,5,10,21-02-2019
928,NOLSM119511,2,Etching,580.0,1593.0,3683.0,5715.0,69.98,50.826,1.028,5,11,21-02-2019
929,NOLSM120512,3,Etching,298.0,1320.0,3684.0,5704.0,71.553,51.98,1.005,5,12,21-02-2019
930,NOLSM121513,3,Etching,220.0,1489.0,3602.0,5737.0,70.388,50.448,1.022,5,13,21-02-2019
931,NOLSM122514,2,Etching,28.0,1376.0,3653.0,5717.0,69.352,50.88,1.0590000000000002,5,14,21-02-2019
932,NOLSM123515,1,Etching,278.0,1476.0,3647.0,5708.0,70.919,50.58,1.024,5,15,21-02-2019
933,NOLSM124516,1,Etching,385.0,1485.0,3655.0,5734.0,71.883,50.858999999999995,1.038,5,16,21-02-2019
934,NOLSM125517,2,Etching,169.0,1523.0,3664.0,5708.0,70.497,51.628,1.0270000000000001,5,17,21-02-2019
935,NOLSM126518,3,Etching,345.0,1433.0,3658.0,5713.0,70.278,51.43600000000001,1.035,5,18,21-02-2019
936,NOLSM127519,3,Etching,181.0,1347.0,3659.0,5703.0,70.938,51.553000000000004,1.051,5,19,21-02-2019
937,NOLSM128520,2,Etching,230.0,1508.0,3661.0,5706.0,70.906,51.745,1.01,5,20,21-02-2019
938,NOLSM129521,1,Etching,220.0,1313.0,3662.0,5699.0,72.843,51.147,1.03,5,21,21-02-2019
939,NOLSM130522,1,Etching,609.0,1525.0,3634.0,5751.0,71.108,50.614,1.0290000000000001,5,22,21-02-2019
940,NOLSM131523,2,Etching,307.0,1458.0,3657.0,5700.0,71.219,51.523,1.013,5,23,21-02-2019
941,NOLSM132524,3,Etching,537.0,1461.0,3641.0,5692.0,71.092,50.678999999999995,1.03,5,24,21-02-2019
942,NOLSM133525,3,Etching,248.0,1597.0,3636.0,5714.0,71.186,51.128,1.032,5,25,21-02-2019
943,NOLSM134526,2,Etching,501.0,1521.0,3624.0,5712.0,71.554,50.902,1.022,5,26,21-02-2019
944,NOLSM135527,1,Etching,302.0,1553.0,3661.0,5705.0,69.23,51.433,0.9840000000000001,5,27,21-02-2019
945,NOLSM649251,2,Etching,224.0,1436.0,3645.0,5729.0,71.938,51.178000000000004,1.0290000000000001,25,1,21-02-2019
946,NOLSM650252,1,Etching,187.0,1392.0,3650.0,5725.0,72.24600000000001,50.8,1.02,25,2,21-02-2019
947,NOLSM651253,1,Etching,370.0,1517.0,3659.0,5699.0,71.956,50.833,1.021,25,3,21-02-2019
948,NOLSM652254,2,Etching,236.0,1607.0,3678.0,5728.0,71.932,50.691,1.0170000000000001,25,4,21-02-2019
949,NOLSM653255,3,Etching,598.0,1652.0,3689.0,5714.0,72.013,50.536,1.013,25,5,21-02-2019
950,NOLSM654256,3,Etching,343.0,1435.0,3659.0,5705.0,71.658,50.211000000000006,1.005,25,6,21-02-2019
951,NOLSM655257,2,Etching,674.0,1643.0,3691.0,5702.0,72.319,51.308,1.033,25,7,21-02-2019
952,NOLSM656258,1,Etching,642.0,1726.0,3693.0,5719.0,72.419,51.39,1.035,25,8,21-02-2019
953,NOLSM657259,1,Etching,220.0,1642.0,3692.0,5721.0,72.529,51.483000000000004,1.037,25,9,21-02-2019
954,NOLSM6582510,2,Etching,664.0,1591.0,3691.0,5700.0,72.289,51.091,1.0270000000000001,25,10,21-02-2019
955,NOLSM6592511,3,Etching,482.0,1611.0,3679.0,5709.0,72.33800000000001,51.358000000000004,1.034,25,11,21-02-2019
956,NOLSM6602512,3,Etching,459.0,1534.0,3672.0,5741.0,72.27,51.723,1.043,25,12,21-02-2019
957,NOLSM6612513,2,Etching,405.0,1624.0,3687.0,5744.0,72.39,51.761,1.044,25,13,21-02-2019
958,NOLSM6622514,1,Etching,361.0,1466.0,3677.0,5707.0,72.461,51.858999999999995,1.046,25,14,21-02-2019
959,NOLSM6632515,1,Etching,360.0,1734.0,3676.0,5742.0,72.387,51.903999999999996,1.048,25,15,21-02-2019
960,NOLSM6642516,2,Etching,512.0,1547.0,3683.0,5726.0,72.259,51.64,1.041,25,16,21-02-2019
961,NOLSM6652517,3,Etching,350.0,1509.0,3674.0,5750.0,72.14699999999999,51.659,1.041,25,17,21-02-2019
962,NOLSM6662518,3,Etching,368.0,1514.0,3671.0,5707.0,71.99,51.402,1.035,25,18,21-02-2019
963,NOLSM6672519,2,Etching,358.0,1512.0,3676.0,5735.0,71.96,51.656000000000006,1.041,25,19,21-02-2019
964,NOLSM6682520,1,Etching,351.0,1366.0,3668.0,5750.0,71.949,51.897,1.047,25,20,21-02-2019
965,NOLSM6692521,1,Etching,287.0,1476.0,3664.0,5710.0,71.995,51.695,1.042,25,21,21-02-2019
966,NOLSM6702522,2,Etching,235.0,1505.0,3666.0,5744.0,71.763,51.81399999999999,1.045,25,22,21-02-2019
967,NOLSM6712523,3,Etching,599.0,1647.0,3700.0,5707.0,71.80199999999999,51.832,1.046,25,23,21-02-2019
968,NOLSM6722524,3,Etching,133.0,1326.0,3654.0,5727.0,71.77,51.836000000000006,1.046,25,24,21-02-2019
969,NOLSM6732525,1,Etching,190.0,1381.0,3660.0,5712.0,71.85600000000001,52.06100000000001,1.052,25,25,21-02-2019
970,NOLSM6742526,1,Etching,170.0,1410.0,3659.0,5743.0,71.906,52.033,1.051,25,26,21-02-2019
971,NOLSM6752527,3,Etching,239.0,1526.0,3666.0,5733.0,71.859,52.073,1.052,25,27,21-02-2019
972,NOLSM13661136,1,Etching,372.0,1450.0,3643.0,5717.0,72.26,51.496,1.047,6,28,22-02-2019
973,NOLSM13762137,2,Etching,366.0,1534.0,3654.0,5699.0,71.193,50.583,1.04,6,29,22-02-2019
974,NOLSM13863138,3,Etching,302.0,1603.0,3630.0,5714.0,71.658,51.022,1.01,6,30,22-02-2019
975,NOLSM13964139,1,Etching,570.0,1423.0,3685.0,5703.0,71.529,52.353,1.033,6,31,22-02-2019
976,NOLSM14065140,2,Etching,359.0,1522.0,3660.0,5715.0,70.417,51.56399999999999,1.032,6,32,22-02-2019
977,NOLSM14166141,3,Etching,434.0,1477.0,3663.0,5718.0,71.32,50.952,1.037,6,33,22-02-2019
978,NOLSM14267142,1,Etching,450.0,1448.0,3659.0,5735.0,72.141,50.637,1.021,6,34,22-02-2019
979,NOLSM14368143,2,Etching,363.0,1519.0,3643.0,5689.0,70.271,52.233000000000004,1.021,6,35,22-02-2019
980,NOLSM14469144,3,Etching,147.0,1470.0,3659.0,5714.0,70.40100000000001,51.138000000000005,1.011,6,36,22-02-2019
981,NOLSM145610145,1,Etching,353.0,1489.0,3666.0,5723.0,70.567,51.015,1.013,6,37,22-02-2019
982,NOLSM146611146,2,Etching,289.0,1537.0,3669.0,5707.0,72.355,50.9,1.031,6,38,22-02-2019
983,NOLSM147612147,3,Etching,204.0,1636.0,3673.0,5669.0,71.359,50.912,1.042,6,39,22-02-2019
984,NOLSM148613148,1,Etching,415.0,1635.0,3650.0,5698.0,70.016,51.963,1.041,6,40,22-02-2019
985,NOLSM149614149,2,Etching,343.0,1495.0,3635.0,5718.0,69.634,53.272,1.013,6,41,22-02-2019
986,NOLSM150615150,3,Etching,313.0,1402.0,3671.0,5692.0,71.82300000000001,50.718,1.034,6,42,22-02-2019
987,NOLSM151616151,1,Etching,157.0,1343.0,3642.0,5711.0,70.944,52.102,1.026,6,43,22-02-2019
988,NOLSM152617152,2,Etching,362.0,1487.0,3634.0,5737.0,70.467,50.724,1.024,6,44,22-02-2019
989,NOLSM153618153,3,Etching,386.0,1242.0,3672.0,5719.0,69.779,50.849,1.035,6,45,22-02-2019
990,NOLSM154619154,1,Etching,470.0,1520.0,3644.0,5718.0,68.809,51.178999999999995,1.037,6,46,22-02-2019
991,NOLSM155620155,2,Etching,418.0,1524.0,3635.0,5710.0,71.225,51.177,1.0390000000000001,6,47,22-02-2019
992,NOLSM156621156,3,Etching,99.0,1570.0,3653.0,5715.0,72.395,51.828,1.014,6,48,22-02-2019
993,NOLSM157622157,1,Etching,280.0,1271.0,3641.0,5703.0,70.48100000000001,51.486000000000004,0.987,6,49,22-02-2019
994,NOLSM158623158,2,Etching,195.0,1436.0,3651.0,5704.0,71.438,51.428999999999995,1.01,6,50,22-02-2019
995,NOLSM159624159,3,Etching,49.0,1398.0,3633.0,5724.0,71.532,50.958999999999996,1.04,6,51,22-02-2019
996,NOLSM160625160,1,Etching,548.0,1406.0,3682.0,5720.0,71.57300000000001,51.516000000000005,1.016,6,52,22-02-2019
997,NOLSM161626161,2,Etching,330.0,1575.0,3657.0,5701.0,71.271,51.365,1.064,6,53,22-02-2019
998,NOLSM162627162,3,Etching,307.0,1591.0,3659.0,5687.0,71.035,51.542,1.046,6,54,22-02-2019
999,NOLSM676261676,1,Etching,306.0,1561.0,3668.0,5707.0,71.904,52.126000000000005,1.053,26,28,22-02-2019
1000,NOLSM677262677,2,Etching,283.0,1665.0,3663.0,5738.0,71.907,52.343,1.0590000000000002,26,29,22-02-2019
1001,NOLSM678263678,3,Etching,272.0,1573.0,3668.0,5704.0,72.03399999999999,52.308,1.058,26,30,22-02-2019
1002,NOLSM679264679,1,Etching,175.0,1526.0,3667.0,5752.0,72.015,52.325,1.058,26,31,22-02-2019
1003,NOLSM680265680,2,Etching,202.0,1481.0,3663.0,5745.0,72.006,52.381,1.06,26,32,22-02-2019
1004,NOLSM681266681,3,Etching,313.0,1588.0,3665.0,5729.0,71.986,52.406000000000006,1.06,26,33,22-02-2019
1005,NOLSM682267682,1,Etching,224.0,1441.0,3664.0,5753.0,72.195,52.573,1.064,26,34,22-02-2019
1006,NOLSM683268683,2,Etching,333.0,1441.0,3664.0,5732.0,72.137,52.568000000000005,1.064,26,35,22-02-2019
1007,NOLSM684269684,3,Etching,269.0,1402.0,3669.0,5747.0,72.165,52.593,1.065,26,36,22-02-2019
1008,NOLSM6852610685,1,Etching,216.0,1485.0,3668.0,5744.0,72.166,52.621,1.0659999999999998,26,37,22-02-2019
1009,NOLSM6862611686,2,Etching,236.0,1492.0,3672.0,5728.0,72.779,52.57,1.064,26,38,22-02-2019
1010,NOLSM6872612687,3,Etching,322.0,1445.0,3673.0,5752.0,72.569,52.282,1.057,26,39,22-02-2019
1011,NOLSM6882613688,1,Etching,437.0,1545.0,3672.0,5721.0,71.431,52.567,1.064,26,40,22-02-2019
1012,NOLSM6892614689,2,Etching,356.0,1520.0,3675.0,5710.0,72.52,52.483000000000004,1.062,26,41,22-02-2019
1013,NOLSM6902615690,3,Etching,321.0,1562.0,3678.0,5720.0,72.757,52.411,1.06,26,42,22-02-2019
1014,NOLSM6912616691,1,Etching,365.0,1501.0,3682.0,5714.0,72.961,52.464,1.062,26,43,22-02-2019
1015,NOLSM6922617692,2,Etching,339.0,1449.0,3668.0,5725.0,71.858,52.403999999999996,1.06,26,44,22-02-2019
1016,NOLSM6932618693,3,Etching,315.0,1518.0,3658.0,5714.0,71.11,52.382,1.06,26,45,22-02-2019
1017,NOLSM6942619694,1,Etching,308.0,1437.0,3645.0,5735.0,72.531,52.336000000000006,1.058,26,46,22-02-2019
1018,NOLSM6952620695,2,Etching,282.0,1543.0,3656.0,5716.0,72.593,52.705,1.068,26,47,22-02-2019
1019,NOLSM6962621696,3,Etching,288.0,1459.0,3646.0,5742.0,72.257,52.385,1.06,26,48,22-02-2019
1020,NOLSM6972622697,1,Etching,170.0,1457.0,3648.0,5705.0,71.639,52.326,1.058,26,49,22-02-2019
1021,NOLSM6982623698,2,Etching,163.0,1436.0,3655.0,5744.0,71.238,52.285,1.057,26,50,22-02-2019
1022,NOLSM6992624699,3,Etching,333.0,1431.0,3655.0,5747.0,72.14399999999999,52.201,1.055,26,51,22-02-2019
1023,NOLSM7002625700,1,Etching,299.0,1517.0,3643.0,5709.0,72.562,52.031000000000006,1.051,26,52,22-02-2019
1024,NOLSM7012626701,2,Etching,292.0,1397.0,3665.0,5704.0,71.582,52.006,1.05,26,53,22-02-2019
1025,NOLSM7022627702,3,Etching,249.0,1375.0,3663.0,5746.0,72.428,51.708999999999996,1.043,26,54,22-02-2019
1026,NOLSM13661,1,Etching,372.0,1450.0,3643.0,5717.0,72.26,51.496,1.047,6,1,22-02-2019
1027,NOLSM13762,2,Etching,366.0,1534.0,3654.0,5699.0,71.193,50.583,1.04,6,2,22-02-2019
1028,NOLSM13863,3,Etching,302.0,1603.0,3630.0,5714.0,71.658,51.022,1.01,6,3,22-02-2019
1029,NOLSM13964,3,Etching,570.0,1423.0,3685.0,5703.0,71.529,52.353,1.033,6,4,22-02-2019
1030,NOLSM14065,2,Etching,359.0,1522.0,3660.0,5715.0,70.417,51.56399999999999,1.032,6,5,22-02-2019
1031,NOLSM14166,1,Etching,434.0,1477.0,3663.0,5718.0,71.32,50.952,1.037,6,6,22-02-2019
1032,NOLSM14267,1,Etching,450.0,1448.0,3659.0,5735.0,72.141,50.637,1.021,6,7,22-02-2019
1033,NOLSM14368,2,Etching,363.0,1519.0,3643.0,5689.0,70.271,52.233000000000004,1.021,6,8,22-02-2019
1034,NOLSM14469,3,Etching,147.0,1470.0,3659.0,5714.0,70.40100000000001,51.138000000000005,1.011,6,9,22-02-2019
1035,NOLSM145610,3,Etching,353.0,1489.0,3666.0,5723.0,70.567,51.015,1.013,6,10,22-02-2019
1036,NOLSM146611,2,Etching,289.0,1537.0,3669.0,5707.0,72.355,50.9,1.031,6,11,22-02-2019
1037,NOLSM147612,1,Etching,204.0,1636.0,3673.0,5669.0,71.359,51.321999999999996,1.042,6,12,22-02-2019
1038,NOLSM148613,1,Etching,415.0,1635.0,3650.0,5698.0,70.016,50.57899999999999,1.041,6,13,22-02-2019
1039,NOLSM149614,2,Etching,343.0,1495.0,3635.0,5718.0,69.634,51.285,1.013,6,14,22-02-2019
1040,NOLSM150615,3,Etching,313.0,1402.0,3671.0,5692.0,71.82300000000001,50.58,1.034,6,15,22-02-2019
1041,NOLSM151616,3,Etching,157.0,1343.0,3642.0,5711.0,70.944,51.155,1.026,6,16,22-02-2019
1042,NOLSM152617,2,Etching,362.0,1487.0,3634.0,5737.0,70.467,51.33,1.024,6,17,22-02-2019
1043,NOLSM153618,1,Etching,386.0,1242.0,3672.0,5719.0,69.779,51.833,1.035,6,18,22-02-2019
1044,NOLSM154619,1,Etching,470.0,1520.0,3644.0,5718.0,68.809,50.716,1.037,6,19,22-02-2019
1045,NOLSM155620,2,Etching,418.0,1524.0,3635.0,5710.0,71.225,51.285,1.0390000000000001,6,20,22-02-2019
1046,NOLSM156621,3,Etching,99.0,1570.0,3653.0,5715.0,72.395,50.909,1.014,6,21,22-02-2019
1047,NOLSM157622,2,Etching,280.0,1271.0,3641.0,5703.0,70.48100000000001,50.32,0.987,6,22,22-02-2019
1048,NOLSM158623,1,Etching,195.0,1436.0,3651.0,5704.0,71.438,50.623000000000005,1.01,6,23,22-02-2019
1049,NOLSM159624,1,Etching,49.0,1398.0,3633.0,5724.0,71.532,50.292,1.04,6,24,22-02-2019
1050,NOLSM160625,2,Etching,548.0,1406.0,3682.0,5720.0,71.57300000000001,50.69,1.016,6,25,22-02-2019
1051,NOLSM161626,3,Etching,330.0,1575.0,3657.0,5701.0,71.271,51.365,1.064,6,26,22-02-2019
1052,NOLSM162627,3,Etching,307.0,1591.0,3659.0,5687.0,71.035,51.542,1.046,6,27,22-02-2019
1053,NOLSM676261,3,Etching,306.0,1507.0,3668.0,5707.0,71.904,52.126000000000005,1.053,26,1,22-02-2019
1054,NOLSM677262,1,Etching,283.0,1397.0,3663.0,5738.0,71.907,52.343,1.0590000000000002,26,2,22-02-2019
1055,NOLSM678263,1,Etching,272.0,1579.0,3668.0,5704.0,72.03399999999999,52.308,1.058,26,3,22-02-2019
1056,NOLSM679264,2,Etching,285.0,1427.0,3667.0,5752.0,72.015,52.325,1.058,26,4,22-02-2019
1057,NOLSM680265,3,Etching,201.0,1485.0,3663.0,5745.0,72.006,52.381,1.06,26,5,22-02-2019
1058,NOLSM681266,3,Etching,306.0,1404.0,3665.0,5729.0,71.986,52.406000000000006,1.06,26,6,22-02-2019
1059,NOLSM682267,2,Etching,233.0,1436.0,3664.0,5753.0,72.195,52.573,1.064,26,7,22-02-2019
1060,NOLSM683268,1,Etching,245.0,1420.0,3664.0,5732.0,72.137,52.568000000000005,1.064,26,8,22-02-2019
1061,NOLSM684269,1,Etching,341.0,1423.0,3669.0,5747.0,72.165,52.593,1.065,26,9,22-02-2019
1062,NOLSM6852610,2,Etching,251.0,1485.0,3668.0,5744.0,72.166,52.621,1.0659999999999998,26,10,22-02-2019
1063,NOLSM6862611,3,Etching,301.0,1492.0,3672.0,5728.0,72.779,52.57,1.064,26,11,22-02-2019
1064,NOLSM6872612,3,Etching,322.0,1445.0,3673.0,5752.0,72.569,52.282,1.057,26,12,22-02-2019
1065,NOLSM6882613,2,Etching,437.0,1545.0,3672.0,5721.0,71.431,52.567,1.064,26,13,22-02-2019
1066,NOLSM6892614,1,Etching,356.0,1520.0,3675.0,5710.0,72.52,52.483000000000004,1.062,26,14,22-02-2019
1067,NOLSM6902615,1,Etching,321.0,1562.0,3678.0,5720.0,72.757,52.411,1.06,26,15,22-02-2019
1068,NOLSM6912616,2,Etching,365.0,1501.0,3682.0,5714.0,72.961,52.464,1.062,26,16,22-02-2019
1069,NOLSM6922617,3,Etching,339.0,1449.0,3668.0,5725.0,71.858,52.403999999999996,1.06,26,17,22-02-2019
1070,NOLSM6932618,3,Etching,315.0,1518.0,3657.0,5714.0,71.11,52.382,1.06,26,18,22-02-2019
1071,NOLSM6942619,2,Etching,308.0,1437.0,3674.0,5735.0,72.531,52.336000000000006,1.058,26,19,22-02-2019
1072,NOLSM6952620,1,Etching,282.0,1543.0,3668.0,5716.0,72.593,52.705,1.068,26,20,22-02-2019
1073,NOLSM6962621,1,Etching,288.0,1459.0,3671.0,5742.0,72.257,52.385,1.06,26,21,22-02-2019
1074,NOLSM6972622,2,Etching,170.0,1457.0,3658.0,5705.0,71.639,52.326,1.058,26,22,22-02-2019
1075,NOLSM6982623,3,Etching,163.0,1436.0,3656.0,5744.0,71.238,52.285,1.057,26,23,22-02-2019
1076,NOLSM6992624,3,Etching,333.0,1431.0,3665.0,5747.0,72.14399999999999,52.201,1.055,26,24,22-02-2019
1077,NOLSM7002625,2,Etching,299.0,1517.0,3674.0,5709.0,72.562,52.031000000000006,1.051,26,25,22-02-2019
1078,NOLSM7012626,1,Etching,292.0,1397.0,3665.0,5704.0,71.582,52.006,1.05,26,26,22-02-2019
1079,NOLSM7022627,1,Etching,249.0,1375.0,3663.0,5746.0,72.428,51.708999999999996,1.043,26,27,22-02-2019
1080,NOLSM16371163,1,Etching,362.0,1555.0,3658.0,5684.0,72.388,51.396,1.025,7,28,23-02-2019
1081,NOLSM16472164,2,Etching,180.0,1438.0,3638.0,5720.0,72.414,50.402,1.042,7,29,23-02-2019
1082,NOLSM16573165,3,Etching,397.0,1530.0,3655.0,5713.0,71.499,51.123999999999995,1.034,7,30,23-02-2019
1083,NOLSM16674166,1,Etching,228.0,1479.0,3666.0,5697.0,68.89699999999999,51.159,1.025,7,31,23-02-2019
1084,NOLSM16775167,2,Etching,256.0,1483.0,3657.0,5703.0,69.714,51.613,1.026,7,32,23-02-2019
1085,NOLSM16876168,3,Etching,372.0,1546.0,3649.0,5719.0,71.319,51.801,1.072,7,33,23-02-2019
1086,NOLSM16977169,1,Etching,374.0,1518.0,3624.0,5686.0,70.351,51.802,1.046,7,34,23-02-2019
1087,NOLSM17078170,2,Etching,287.0,1411.0,3698.0,5709.0,70.462,52.083999999999996,1.038,7,35,23-02-2019
1088,NOLSM17179171,3,Etching,230.0,1442.0,3644.0,5716.0,70.86399999999999,51.428999999999995,1.025,7,36,23-02-2019
1089,NOLSM172710172,1,Etching,521.0,1493.0,3666.0,5746.0,70.464,51.041000000000004,1.016,7,37,23-02-2019
1090,NOLSM173711173,2,Etching,378.0,1586.0,3645.0,5705.0,71.565,50.771,1.023,7,38,23-02-2019
1091,NOLSM174712174,3,Etching,333.0,1598.0,3653.0,5716.0,71.418,51.229,1.047,7,39,23-02-2019
1092,NOLSM175713175,1,Etching,409.0,1421.0,3663.0,5726.0,70.726,51.76,1.008,7,40,23-02-2019
1093,NOLSM176714176,2,Etching,359.0,1339.0,3654.0,5716.0,69.64399999999999,51.526,1.026,7,41,23-02-2019
1094,NOLSM177715177,3,Etching,171.0,1312.0,3660.0,5721.0,69.78399999999999,50.415,1.043,7,42,23-02-2019
1095,NOLSM178716178,1,Etching,265.0,1428.0,3642.0,5692.0,70.47,51.062,1.037,7,43,23-02-2019
1096,NOLSM179717179,2,Etching,366.0,1284.0,3652.0,5724.0,69.714,52.005,1.041,7,44,23-02-2019
1097,NOLSM180718180,3,Etching,635.0,1484.0,3642.0,5723.0,71.678,51.297,1.023,7,45,23-02-2019
1098,NOLSM181719181,1,Etching,417.0,1562.0,3654.0,5723.0,71.108,51.82,1.041,7,46,23-02-2019
1099,NOLSM182720182,2,Etching,357.0,1482.0,3677.0,5740.0,69.37,51.096000000000004,1.022,7,47,23-02-2019
1100,NOLSM183721183,3,Etching,315.0,1520.0,3644.0,5699.0,71.033,51.357,1.033,7,48,23-02-2019
1101,NOLSM184722184,1,Etching,369.0,1284.0,3690.0,5729.0,71.137,50.795,1.037,7,49,23-02-2019
1102,NOLSM185723185,2,Etching,496.0,1511.0,3641.0,5737.0,71.234,50.722,1.0270000000000001,7,50,23-02-2019
1103,NOLSM186724186,3,Etching,348.0,1429.0,3639.0,5710.0,71.249,50.691,1.048,7,51,23-02-2019
1104,NOLSM187725187,1,Etching,182.0,1516.0,3672.0,5698.0,71.169,50.982,1.004,7,52,23-02-2019
1105,NOLSM188726188,2,Etching,596.0,1449.0,3660.0,5743.0,71.153,50.746,1.0390000000000001,7,53,23-02-2019
1106,NOLSM189727189,3,Etching,491.0,1598.0,3693.0,5740.0,71.196,51.266999999999996,1.038,7,54,23-02-2019
1107,NOLSM703271703,1,Etching,,,,,72.289,51.79,1.045,27,28,23-02-2019
1108,NOLSM704272704,2,Etching,172.0,1360.0,3659.0,5708.0,71.801,51.787,1.045,27,29,23-02-2019
1109,NOLSM705273705,3,Etching,288.0,1435.0,3658.0,5705.0,71.806,52.015,1.05,27,30,23-02-2019
1110,NOLSM706274706,1,Etching,243.0,1407.0,3665.0,5728.0,72.187,51.97,1.0490000000000002,27,31,23-02-2019
1111,NOLSM707275707,2,Etching,266.0,1584.0,3655.0,5732.0,71.82,51.224,1.031,27,32,23-02-2019
1112,NOLSM708276708,3,Etching,213.0,1511.0,3645.0,5715.0,71.355,51.298,1.032,27,33,23-02-2019
1113,NOLSM709277709,1,Etching,248.0,1439.0,3646.0,5733.0,71.142,50.909,1.023,27,34,23-02-2019
1114,NOLSM710278710,2,Etching,262.0,1523.0,3649.0,5709.0,71.15899999999999,51.187,1.03,27,35,23-02-2019
1115,NOLSM711279711,3,Etching,307.0,1452.0,3650.0,5686.0,71.281,50.985,1.025,27,36,23-02-2019
1116,NOLSM7122710712,1,Etching,249.0,1417.0,3649.0,5726.0,71.71600000000001,50.982,1.025,27,37,23-02-2019
1117,NOLSM7132711713,2,Etching,167.0,1420.0,3640.0,5705.0,71.21600000000001,50.985,1.025,27,38,23-02-2019
1118,NOLSM7142712714,3,Etching,252.0,1476.0,3643.0,5696.0,71.038,51.2,1.03,27,39,23-02-2019
1119,NOLSM7152713715,1,Etching,238.0,1439.0,3647.0,5691.0,71.53699999999999,51.137,1.028,27,40,23-02-2019
1120,NOLSM7162714716,2,Etching,136.0,1352.0,3639.0,5684.0,71.059,51.309,1.033,27,41,23-02-2019
1121,NOLSM7172715717,3,Etching,147.0,1362.0,3644.0,5733.0,71.52199999999999,51.166000000000004,1.0290000000000001,27,42,23-02-2019
1122,NOLSM7182716718,1,Etching,149.0,1329.0,3645.0,5732.0,71.723,51.143,1.0290000000000001,27,43,23-02-2019
1123,NOLSM7192717719,2,Etching,186.0,1362.0,3641.0,5725.0,71.071,50.825,1.021,27,44,23-02-2019
1124,NOLSM7202718720,3,Etching,316.0,1361.0,3655.0,5710.0,71.878,50.846000000000004,1.021,27,45,23-02-2019
1125,NOLSM7212719721,1,Etching,228.0,1542.0,3656.0,5741.0,71.857,51.09,1.0270000000000001,27,46,23-02-2019
1126,NOLSM7222720722,2,Etching,227.0,1495.0,3653.0,5706.0,71.969,51.165,1.0290000000000001,27,47,23-02-2019
1127,NOLSM7232721723,3,Etching,231.0,1378.0,3655.0,5706.0,72.108,51.181999999999995,1.03,27,48,23-02-2019
